ES,CZ,Order,Sentence,SentenceT,L
escribir,napsat,300,Intento escribir mejor cada día.,Snažím se napsat každý den lépe.,ne
escribir,sepsat,301,"Quiero escribir hoy, sin prisa.","Dnes chci sepsat, bez spěchu.",ne
escribir,skládat (hudbu),302,Necesito escribir antes de salir.,Potřebuji skládat před odchodem.,ne
nuevo,nový,303,Su voz suena nuevo.,Jeho/její hlas zní nový.,ne
nuevo,nováček,304,El paisaje es nuevo.,Krajina je nováček.,ne
nuevo,čerstvý,305,Ahora mismo me siento nuevo.,Teď se cítím čerstvý.,ne
nuevo,odpočatý,306,Este lugar parece nuevo.,Tohle místo je odpočatý.,ne
alegrar,rozveselit,307,Necesito alegrar antes de salir.,Potřebuji rozveselit před odchodem.,ne
alegrar,mít radost,308,Me gusta alegrar cuando tengo tiempo.,"Když mám čas, baví mě mít radost.",ne
alegrar,oživit,309,Vamos a alegrar un momento.,Pojďme oživit na chvilku.,ne
alegrar,ozdobit,310,Intento alegrar mejor cada día.,Snažím se ozdobit každý den lépe.,ne
¿Cuándo?,Kdy?,311,Hoy hablamos de ¿Cuándo? un momento.,Dnes chvíli mluvíme o tomhle: Kdy?.,ne
"¿Para cuándo?, ¿Desde cuándo?, ¿Hasta cuándo?",Na kdy? Od kdy? Do kdy?,312,,"¿Para cuándo? es importante para este tema., Na kdy? Od kdy? Do kdy? je důležité pro tohle téma.",ne
¿Cuándo naciste?,Kdy ses narodil?,313,"Sin ¿Cuándo naciste?, todo cambia.",Bez tohohle se všechno mění: Kdy ses narodil?.,ne
¿Cuándo es tu cumpleaños?,Kdy máš narozeniny?,314,A veces ¿Cuándo es tu cumpleaños? sorprende.,Někdy překvapí tohle: Kdy máš narozeniny?.,ne
cuando,když,315,Ahora mismo me siento cuando.,Teď se cítím když.,ne
cuando,až,316,Este lugar parece cuando.,Tohle místo je až.,ne
Ya que estás aquí...,Když už jsi tady…,317,Ya que estás aquí... es importante para este tema.,Když už jsi tady… je důležité pro tohle téma.,ne
encontrar dificultades,narazit na potíže,318,Me gusta encontrar dificultades cuando tengo tiempo.,"Když mám čas, baví mě narazit na potíže.",ne
encontrar la solución,nalézt řešení,319,Vamos a encontrar la solución un momento.,Pojďme nalézt řešení na chvilku.,ne
la dificultad,obtíž,320,Hoy vemos la dificultad por primera vez.,Dnes poprvé vidíme obtíž.,ne
la dificultad,potíž,321,En el mapa aparece la dificultad.,Na mapě je potíž.,ne
la dificultad,problém,322,"Aquí está la dificultad, justo delante.","Tady je problém, přímo před námi.",ne
la dificultad,obtížnost,323,En la caja hay la dificultad.,V krabici je obtížnost.,ne
la solución,řešení,324,Necesito la solución para este trabajo.,Na tuhle práci potřebuji řešení.,ne
la solución,vyřešení,325,Hoy vemos la solución por primera vez.,Dnes poprvé vidíme vyřešení.,ne
la solución,roztok,326,En el mapa aparece la solución.,Na mapě je roztok.,ne
nuevamente,znovu,327,Camina nuevamente para no hacer ruido.,"Jde znovu, aby nedělal hluk.",ne
nuevamente,opět,328,Habla nuevamente y todos entienden.,Mluví opět a všichni rozumí.,ne
nuevamente,ještě jednou,329,Trabaja nuevamente cuando hay poco tiempo.,"Když je málo času, pracuje ještě jednou.",ne
la Alemania,Německo,330,Hoy vemos la Alemania por primera vez.,Dnes poprvé vidíme Německo.,ne
Republica Checa,Česká republika,331,Hoy hablamos de Republica Checa un momento.,Dnes chvíli mluvíme o tomhle: Česká republika.,ne
o,nebo,332,Hoy el día está o.,Dnes je den nebo.,ne
o,neboli,333,Su voz suena o.,Jeho/její hlas zní neboli.,ne
o,buď a nebo,334,El paisaje es o.,Krajina je buď a nebo.,ne
¡Bolsa o la vida!,Peníze nebo život!,335,Ahora mismo pienso en ¡Bolsa o la vida!.,Teď myslím na tohle: Peníze nebo život!.,ne
poder,moci,336,"Quiero poder hoy, sin prisa.","Dnes chci moci, bez spěchu.",ne
poder,smět,337,Necesito poder antes de salir.,Potřebuji smět před odchodem.,ne
el poder,moc,338,En la caja hay el poder.,V krabici je moc.,ne
el poder,vláda,339,Necesito el poder para este trabajo.,Na tuhle práci potřebuji vláda.,ne
el poder,síla,340,Hoy vemos el poder por primera vez.,Dnes poprvé vidíme síla.,ne
el poder,schopnost,341,En el mapa aparece el poder.,Na mapě je schopnost.,ne
el poder,energie,342,"Aquí está el poder, justo delante.","Tady je energie, přímo před námi.",ne
poder legislativo,zákonodárná moc,343,Me gusta poder legislativo cuando tengo tiempo.,"Když mám čas, baví mě zákonodárná moc.",ne
cruzar,přejít,344,Vamos a cruzar un momento.,Pojďme přejít na chvilku.,ne
cruzar,přeletět,345,Intento cruzar mejor cada día.,Snažím se přeletět každý den lépe.,ne
cruzar,přetínat,346,"Quiero cruzar hoy, sin prisa.","Dnes chci přetínat, bez spěchu.",ne
cruzar,překřížit,347,Necesito cruzar antes de salir.,Potřebuji překřížit před odchodem.,ne
cruzar,křížit se,348,Me gusta cruzar cuando tengo tiempo.,"Když mám čas, baví mě křížit se.",ne
cruzar,vyměnit si (pohledy),349,Vamos a cruzar un momento.,Pojďme vyměnit si na chvilku.,ne
la palabra,slovo,350,Hoy vemos la palabra por primera vez.,Dnes poprvé vidíme slovo.,ne
la palabra,řeč,351,En el mapa aparece la palabra.,Na mapě je řeč.,ne
la palabra,mluvení,352,"Aquí está la palabra, justo delante.","Tady je mluvení, přímo před námi.",ne
la palabra,kecy,353,En la caja hay la palabra.,V krabici je kecy.,ne
"un, -a",nějaký,354,"Necesito un vaso de agua, por favor.","Prosím, potřebuji sklenici vody.",ne
"un, -a",jeden,355,"Necesito un vaso de agua, por favor.","Prosím, potřebuji sklenici vody.",ne
estar,být,356,"Quiero estar hoy, sin prisa.","Dnes chci být, bez spěchu.",ne
estar,nacházet se,357,Necesito estar antes de salir.,Potřebuji nacházet se před odchodem.,ne
estar,mít se jak,358,Me gusta estar cuando tengo tiempo.,"Když mám čas, baví mě mít se jak.",ne
"estoy, estamos",jsem,359,A veces estoy sorprende.,Někdy překvapí tohle: jsem.,ne
"estoy, estamos",nacházím se,360,Ahora mismo pienso en estoy.,Teď myslím na tohle: nacházím se.,ne
"estoy, estamos",mám se,361,Hoy hablamos de estoy un momento.,Dnes chvíli mluvíme o tomhle: mám se.,ne
"estás, estáis",jsi,362,,"estás es importante para este tema., jsi je důležité pro tohle téma.",ne
"estás, estáis",nacházíš se,363,,"Sin estás, todo cambia., Bez tohohle se všechno mění: nacházíš se.",ne
"estás, estáis",máš se,364,,"A veces estás sorprende., Někdy překvapí tohle: máš se.",ne
"está, están",je,365,,"Ahora mismo pienso en está., Teď myslím na tohle: je.",ne
"está, están",nachází se,366,,"Hoy hablamos de está un momento., Dnes chvíli mluvíme o tomhle: nachází se.",ne
"está, están",má se,367,,"está es importante para este tema., má se je důležité pro tohle téma.",ne
¿Cómo estás / está usted?,Jak se máš/máte?,368,"Sin ¿Cómo estás, todo cambia.",Bez tohohle se všechno mění: Jak se máš.,ne
Estoy bien.,Mám se dobře.,369,A veces Estoy bien. sorprende.,Někdy překvapí tohle: Mám se dobře..,ne
llevar,nést,370,Intento llevar mejor cada día.,Snažím se nést každý den lépe.,ne
llevar,vézt,371,"Quiero llevar hoy, sin prisa.","Dnes chci vézt, bez spěchu.",ne
llevar,přivézt,372,Necesito llevar antes de salir.,Potřebuji přivézt před odchodem.,ne
llevar,mít,373,Me gusta llevar cuando tengo tiempo.,"Když mám čas, baví mě mít.",ne
llevar,obsahovat,374,Vamos a llevar un momento.,Pojďme obsahovat na chvilku.,ne
llevar barba(s),mít vousy,375,Intento llevar barba mejor cada día.,Snažím se mít vousy každý den lépe.,ne
llevar la mejor / la peor parte,být ve výhodě / v nevýhodě,376,"Quiero llevar la mejor hoy, sin prisa.","Dnes chci být ve výhodě, bez spěchu.",ne
mejor,lépe,377,mejor es importante para este tema.,lépe je důležité pro tohle téma.,ne
mejor,lepší,378,"Sin mejor, todo cambia.",Bez tohohle se všechno mění: lepší.,ne
peor,horší,379,A veces peor sorprende.,Někdy překvapí tohle: horší.,ne
peor,hůře,380,Ahora mismo pienso en peor.,Teď myslím na tohle: hůře.,ne
La mejor defensa es un buen ataque.,Nejlepší obrana je útok.,381,En el mapa aparece La mejor defensa es un buen ataque..,Na mapě je Nejlepší obrana je útok..,ne
ello va de mal en peor,jde to od desíti k pěti,382,ello va de mal en peor es importante para este tema.,jde to od desíti k pěti je důležité pro tohle téma.,ne
ello va de mal en peor,z kopce,383,"Sin ello va de mal en peor, todo cambia.",Bez tohohle se všechno mění: z kopce.,ne
desde... hasta...,od... do...,384,A veces desde... hasta... sorprende.,Někdy překvapí tohle: od... do....,ne
desde,z (místně),385,Ahora mismo me siento desde.,Teď se cítím z.,ne
desde,od (časově),386,Este lugar parece desde.,Tohle místo je od.,ne
desde siempre,odjakživa,387,desde siempre es importante para este tema.,odjakživa je důležité pro tohle téma.,ne
desde Inglaterra,z Anglie,388,"Sin desde Inglaterra, todo cambia.",Bez tohohle se všechno mění: z Anglie.,ne
la área,plocha,389,Necesito la área para este trabajo.,Na tuhle práci potřebuji plocha.,ne
la área,rozloha,390,Hoy vemos la área por primera vez.,Dnes poprvé vidíme rozloha.,ne
la área,oblast,391,En el mapa aparece la área.,Na mapě je oblast.,ne
la área,sféra,392,"Aquí está la área, justo delante.","Tady je sféra, přímo před námi.",ne
la posventa,záruční doba,393,En la caja hay la posventa.,V krabici je záruční doba.,ne
la carretera,silnice,394,Necesito la carretera para este trabajo.,Na tuhle práci potřebuji silnice.,ne
ya / ya veremos,už,395,Ahora mismo me siento ya.,Teď se cítím už.,ne
ya / ya veremos,již,396,Este lugar parece ya.,Tohle místo je již.,ne
ya / ya veremos,teď,397,Hoy el día está ya.,Dnes je den teď.,ne
ya / ya veremos,ještě (v budoucnosti) / ještě uvidíme,398,Su voz suena ya.,Jeho/její hlas zní ještě.,ne
Ya es tarde.,Už je pozdě.,399,A veces Ya es tarde. sorprende.,Někdy překvapí tohle: Už je pozdě..,ne
Ya es la hora.,Už je nejvyšší čas. Už je na čase.,400,Ahora mismo pienso en Ya es la hora..,Teď myslím na tohle: Už je nejvyšší čas. Už je na čase..,ne
"bonito, bonita",pěkný,401,Este lugar parece bonito.,Tohle místo je pěkný.,ne
"bonito, bonita",hezký,402,,"Hoy el día está bonito., Dnes je den hezký.",ne
"bonito, bonita",pořádný,403,Su voz suena bonito.,Jeho/její hlas zní pořádný.,ne
"bonito, bonita",dobře,404,El paisaje es bonito.,Krajina je dobře.,ne
imaginar,představit si,405,Intento imaginar mejor cada día.,Snažím se představit si každý den lépe.,ne
imaginar,vymyslet si,406,"Quiero imaginar hoy, sin prisa.","Dnes chci vymyslet si, bez spěchu.",ne
imaginar,vybavit si,407,Necesito imaginar antes de salir.,Potřebuji vybavit si před odchodem.,ne
imaginar,věřit,408,Me gusta imaginar cuando tengo tiempo.,"Když mám čas, baví mě věřit.",ne
viajar,cestovat,409,Vamos a viajar un momento.,Pojďme cestovat na chvilku.,ne
viajar,převážet se,410,Intento viajar mejor cada día.,Snažím se převážet se každý den lépe.,ne
viajar,jet,411,"Quiero viajar hoy, sin prisa.","Dnes chci jet, bez spěchu.",ne
viajar en avión / a dedo,cestovat letadlem / autostopem,412,Necesito viajar en avión antes de salir.,Potřebuji cestovat letadlem před odchodem.,ne
el dedo,prst,413,En la caja hay el dedo.,V krabici je prst.,ne
por1,krát při násobení,414,"Es por1, ni más ni menos.","Je to krát při násobení, ani víc, ani míň.",ne
por1,přes,415,Hoy digo: por1.,Dnes říkám: přes.,ne
por1,po,416,En la lista está el número por1.,V seznamu je číslo po.,ne
por1,do místně,417,El número es por1.,Číslo je do místně.,ne
por2,v,418,"Es por2, ni más ni menos.","Je to v, ani víc, ani míň.",ne
por2,na,419,Hoy digo: por2.,Dnes říkám: na.,ne
por2,o časově - během,420,En la lista está el número por2.,V seznamu je číslo o časově - během.,ne
por2,pomocí,421,El número es por2.,Číslo je pomocí.,ne
por2,skrze,422,"Es por2, ni más ni menos.","Je to skrze, ani víc, ani míň.",ne
por2,prostřednictvím,423,Hoy digo: por2.,Dnes říkám: prostřednictvím.,ne
por3,kvůli příčina,424,En la lista está el número por3.,V seznamu je číslo kvůli příčina.,ne
por3,důvod,425,El número es por3.,Číslo je důvod.,ne
por3,z důvodu,426,"Es por3, ni más ni menos.","Je to z důvodu, ani víc, ani míň.",ne
por3,skrz,427,Hoy digo: por3.,Dnes říkám: skrz.,ne
por4,aby účel,428,En la lista está el número por4.,V seznamu je číslo aby účel.,ne
por4,pro,429,El número es por4.,Číslo je pro.,ne
por4,ve prospěch,430,"Es por4, ni más ni menos.","Je to ve prospěch, ani víc, ani míň.",ne
por4,co se týká...,431,Hoy digo: por4.,Dnes říkám: co se týká....,ne
por4,pokud jde o...,432,En la lista está el número por4.,V seznamu je číslo pokud jde o....,ne
por5,procento,433,El número es por5.,Číslo je procento.,ne
"famoso por productos, luchar por la paz",známý produkty,434,A veces famoso por productos sorprende.,Někdy překvapí tohle: známý produkty.,ne
"famoso por productos, luchar por la paz",bojovat za mír,435,Ahora mismo pienso en famoso por productos.,Teď myslím na tohle: bojovat za mír.,ne
por ejemplo,například,436,Hoy hablamos de por ejemplo un momento.,Dnes chvíli mluvíme o tomhle: například.,ne
¿Por que?,Proč?,437,¿Por que? es importante para este tema.,Proč? je důležité pro tohle téma.,ne
porque,protože,438,Su voz suena porque.,Jeho/její hlas zní protože.,ne
porque,poněvadž,439,El paisaje es porque.,Krajina je poněvadž.,ne
porque,aby,440,Ahora mismo me siento porque.,Teď se cítím aby.,ne
el tiempo,čas,441,En el mapa aparece el tiempo.,Na mapě je čas.,ne
el tiempo,doba,442,"Aquí está el tiempo, justo delante.","Tady je doba, přímo před námi.",ne
el tiempo,období,443,En la caja hay el tiempo.,V krabici je období.,ne
el tiempo,počasí,444,Necesito el tiempo para este trabajo.,Na tuhle práci potřebuji počasí.,ne
también,také,445,Ahora mismo pienso en también.,Teď myslím na tohle: také.,ne
también,též,446,Hoy hablamos de también un momento.,Dnes chvíli mluvíme o tomhle: též.,ne
también,rovněž,447,también es importante para este tema.,rovněž je důležité pro tohle téma.,ne
el trabajo,práce,448,En la caja hay el trabajo.,V krabici je práce.,ne
el trabajo,zaměstnání,449,Necesito el trabajo para este trabajo.,Na tuhle práci potřebuji zaměstnání.,ne
el trabajo,dílo,450,Hoy vemos el trabajo por primera vez.,Dnes poprvé vidíme dílo.,ne
el trabajo,činnost (stroje),451,En el mapa aparece el trabajo.,Na mapě je činnost.,ne
tener clases,mít vyučování,452,Necesito tener clases antes de salir.,Potřebuji mít vyučování před odchodem.,ne
poseer,mít,453,Me gusta poseer cuando tengo tiempo.,"Když mám čas, baví mě mít.",ne
poseer,vlastnit,454,Vamos a poseer un momento.,Pojďme vlastnit na chvilku.,ne
el dinero,peníze,455,Hoy vemos el dinero por primera vez.,Dnes poprvé vidíme peníze.,ne
el dinero,oběživo,456,En el mapa aparece el dinero.,Na mapě je oběživo.,ne
el hambre (ženský rod),hlad (i hlad po něčem),457,"Aquí está el hambre, justo delante.","Tady je hlad, přímo před námi.",ne
Tengo hambre.,Mám hlad.,458,"Sin Tengo hambre., todo cambia.",Bez tohohle se všechno mění: Mám hlad..,ne
la sed,žízeň,459,Necesito la sed para este trabajo.,Na tuhle práci potřebuji žízeň.,ne
el pan,chléb,460,Hoy vemos el pan por primera vez.,Dnes poprvé vidíme chléb.,ne
el pan,pečivo,461,En el mapa aparece el pan.,Na mapě je pečivo.,ne
"(el) frío, -a",studený,462,,"Hoy el día está frío., Dnes je den studený.",ne
"(el) frío, -a",chladný,463,,"Su voz suena frío., Jeho/její hlas zní chladný.",ne
"(el) frío, -a",(zima - pocit,464,,"El paisaje es frío., Krajina je (zima - pocit.",ne
"(el) frío, -a",nízká teplota),465,,"Ahora mismo me siento frío., Teď se cítím nízká teplota).",ne
el calor,teplo,466,En el mapa aparece el calor.,Na mapě je teplo.,ne
el calor,horko,467,"Aquí está el calor, justo delante.","Tady je horko, přímo před námi.",ne
el día,den,468,En la caja hay el día.,V krabici je den.,ne
muy,velmi,469,A veces muy sorprende.,Někdy překvapí tohle: velmi.,ne
muy,moc,470,Ahora mismo pienso en muy.,Teď myslím na tohle: moc.,ne
muy,hodně,471,Hoy hablamos de muy un momento.,Dnes chvíli mluvíme o tomhle: hodně.,ne
"bueno, -na",dobrý,472,,"Hoy el día está bueno., Dnes je den dobrý.",ne
"bueno, -na",dobrá,473,Su voz suena bueno.,Jeho/její hlas zní dobrá.,ne
buen,dobrý,474,A veces buen sorprende.,Někdy překvapí tohle: dobrý.,ne
buen,pěkný,475,Ahora mismo pienso en buen.,Teď myslím na tohle: pěkný.,ne
muy bueno (nas),odpověď na pozdrav,476,Hoy hablamos de muy bueno un momento.,Dnes chvíli mluvíme o tomhle: odpověď na pozdrav.,ne
muy bueno (nas),třeba buenas noches …,477,muy bueno es importante para este tema.,třeba buenas noches … je důležité pro tohle téma.,ne
igual,stejný,478,Su voz suena igual.,Jeho/její hlas zní stejný.,ne
igual,identický,479,El paisaje es igual.,Krajina je identický.,ne
igual,shodný,480,Ahora mismo me siento igual.,Teď se cítím shodný.,ne
igual,rovnocenný,481,Este lugar parece igual.,Tohle místo je rovnocenný.,ne
dar,dát,482,Necesito dar antes de salir.,Potřebuji dát před odchodem.,ne
dar,podat,483,Me gusta dar cuando tengo tiempo.,"Když mám čas, baví mě podat.",ne
dar,darovat,484,Vamos a dar un momento.,Pojďme darovat na chvilku.,ne
andar,jít,485,Intento andar mejor cada día.,Snažím se jít každý den lépe.,ne
andar,chodit,486,"Quiero andar hoy, sin prisa.","Dnes chci chodit, bez spěchu.",ne
