ES,CZ,Order,Sentence,SentenceT,L
disponer,rozestavit,142,"Cuando trabajo en parejas, intento disponer sin prisa para hablar con más precisión.","Když pracuji ve dvojici, snažím se rozestavit bez spěchu, abych mluvil přesněji.",ne
disponer,přichystat,143,"Cuando trabajo en parejas, intento disponer sin prisa para hablar con más precisión.","Když pracuji ve dvojici, snažím se přichystat bez spěchu, abych mluvil přesněji.",ne
yo,já,144,Yo vivo cerca del centro y cada mañana practico español durante al menos veinte minutos.,Bydlím blízko centra a každé ráno procvičuji španělštinu alespoň dvacet minut.,ne
yo que tú,já na tvém místě,145,Para el examen oral preparo una frase completa con yo que tú y así hablo con más seguridad.,"Na ústní zkoušku si připravuji celou větu s já na tvém místě, a tím mluvím jistěji.",ne
yo que tú,já být tebou,146,"Cuando practicamos en parejas, aparece yo que tú varias veces y eso me ayuda a recordarlo sin esfuerzo.","Když procvičujeme ve dvojicích, já být tebou se objevuje několikrát a to mi pomáhá zapamatovat si to bez námahy.",ne
tú,ty,147,Tú hablas español con naturalidad y en cada conversación encuentras palabras nuevas para aprender.,Ty mluvíš španělsky přirozeně a v každém rozhovoru najdeš nová slova k učení.,ne
tú,tykat,148,Tú hablas español con naturalidad y en cada conversación encuentras palabras nuevas para aprender.,Ty mluvíš španělsky přirozeně a v každém rozhovoru najdeš nová slova k učení.,ne
"vosotros, -tras",vy,149,"Vosotros participáis activamente en clase, hacéis preguntas y ayudáis a crear un ambiente agradable.","Vy se aktivně zapojujete do hodiny, kladete otázky a pomáháte vytvářet příjemnou atmosféru.",ne
"ellos, -llas",oni,150,"Ellos trabajan en equipo, comparten ideas y al final consiguen una solución clara para todos.","Oni pracují v týmu, sdílejí nápady a nakonec najdou jasné řešení pro všechny.",ne
"ellos, -llas",ony,151,"Ellos trabajan en equipo, comparten ideas y al final consiguen una solución clara para todos.","Oni pracují v týmu, sdílejí nápady a nakonec najdou jasné řešení pro všechny.",ne
ella,ona,152,Ella estudia por la noche porque durante el día trabaja y quiere avanzar en el idioma.,"Ona se učí večer, protože přes den pracuje a chce se v jazyce posouvat.",ne
ello (eso),ono,153,Para el examen oral preparo una frase completa con ello y así hablo con más seguridad.,"Na ústní zkoušku si připravuji celou větu s ono, a tím mluvím jistěji.",ne
ello (eso),to,154,"En este contexto digo ello, porque es la forma más habitual entre hablantes nativos.","V tomto kontextu říkám to, protože je to mezi rodilými mluvčími nejběžnější forma.",ne
¡Vaya con Dios!,Bůh vás provázej!,155,"La expresión ¡Vaya con Dios! parece difícil al principio, pero con práctica diaria sale de forma automática.","Výraz Bůh vás provázej! vypadá ze začátku těžce, ale s každodenním tréninkem jde automaticky.",ne
vaya,to je,156,"En esta lección el resultado suena vaya, aunque al principio parecía bastante complicado.","V této lekci výsledek zní to je, i když na začátku vypadal docela složitě.",ne
vaya,ale,157,"En esta lección el resultado suena vaya, aunque al principio parecía bastante complicado.","V této lekci výsledek zní ale, i když na začátku vypadal docela složitě.",ne
vaya,no tohle,158,"Hoy me siento bastante vaya, pero sigo trabajando con calma para terminar todo a tiempo.","Dnes se cítím docela no tohle, ale dál pracuji v klidu, abych vše dokončil včas.",ne
con,s,159,"En el diálogo de hoy aparece con, y después intento usarlo de forma natural en mi respuesta.",V dnešním dialogu se objevuje s a potom se ho snažím přirozeně použít ve své odpovědi.,ne
con,se,160,Hoy uso la palabra con en una frase completa para recordar mejor su significado y su uso real.,"Dnes používám slovo se v celé větě, abych si lépe zapamatoval jeho význam i skutečné použití.",ne
con,v,161,Hoy uso la palabra con en una frase completa para recordar mejor su significado y su uso real.,"Dnes používám slovo v v celé větě, abych si lépe zapamatoval jeho význam i skutečné použití.",ne
con,za,162,"Cuando escucho español en audio, reconozco con y entiendo mejor el sentido de la frase.","Když poslouchám španělštinu v audiu, poznám za a lépe chápu smysl celé věty.",ne
"habla con Lola, escribe con lápiz",mluví s Lolou,163,"En este contexto digo habla con Lola, porque es la forma más habitual entre hablantes nativos.","V tomto kontextu říkám mluví s Lolou, protože je to mezi rodilými mluvčími nejběžnější forma.",ne
"habla con Lola, escribe con lápiz",píše tužkou,164,Para el examen oral preparo una frase completa con habla con Lola y así hablo con más seguridad.,"Na ústní zkoušku si připravuji celou větu s píše tužkou, a tím mluvím jistěji.",ne
"amigo, -ga",přítel (kyně),165,"Cuando practicamos en parejas, aparece amigo varias veces y eso me ayuda a recordarlo sin esfuerzo.","Když procvičujeme ve dvojicích, přítel se objevuje několikrát a to mi pomáhá zapamatovat si to bez námahy.",ne
"amigo, -ga",kamarád (ka),166,Hoy escucho amigo en un diálogo del curso y luego intento repetir la misma idea con mis palabras.,Dnes slyším kamarád v dialogu z kurzu a potom se snažím stejnou myšlenku zopakovat vlastními slovy.,ne
¡Querido amigo!,Drahý příteli! v dopise,167,Hoy uso la palabra ¡Querido amigo! en una frase completa para recordar mejor su significado y su uso real.,"Dnes používám slovo Drahý příteli! v dopise v celé větě, abych si lépe zapamatoval jeho význam i skutečné použití.",ne
"querido, -da",chtěný,168,"En este contexto digo querido, porque es la forma más habitual entre hablantes nativos.","V tomto kontextu říkám chtěný, protože je to mezi rodilými mluvčími nejběžnější forma.",ne
"querido, -da",milovaný,169,"En una conversación normal uso querido, porque esta estructura suena natural y se entiende fácilmente.","V běžném rozhovoru používám milovaný, protože tato struktura zní přirozeně a snadno se jí rozumí.",ne
"querido, -da",drahoušek,170,"En una conversación normal uso querido, porque esta estructura suena natural y se entiende fácilmente.","V běžném rozhovoru používám drahoušek, protože tato struktura zní přirozeně a snadno se jí rozumí.",ne
"querido, -da",zlatíčko,171,"Cuando practicamos en parejas, aparece querido varias veces y eso me ayuda a recordarlo sin esfuerzo.","Když procvičujeme ve dvojicích, zlatíčko se objevuje několikrát a to mi pomáhá zapamatovat si to bez námahy.",ne
adiós,rozloučení,172,"En casa practico con ejemplos donde aparece adiós, y así lo uso con más confianza.","Doma trénuji na příkladech, kde se objevuje rozloučení, a díky tomu ho používám s větší jistotou.",ne
adiós,nashledanou,173,"Cuando escucho español en audio, reconozco adiós y entiendo mejor el sentido de la frase.","Když poslouchám španělštinu v audiu, poznám nashledanou a lépe chápu smysl celé věty.",ne
adiós,ahoj,174,Hoy uso la palabra adiós en una frase completa para recordar mejor su significado y su uso real.,"Dnes používám slovo ahoj v celé větě, abych si lépe zapamatoval jeho význam i skutečné použití.",ne
¡Hasta la vista! (luego),Na viděnou,175,Hoy escucho ¡Hasta la vista! en un diálogo del curso y luego intento repetir la misma idea con mis palabras.,Dnes slyším Na viděnou v dialogu z kurzu a potom se snažím stejnou myšlenku zopakovat vlastními slovy.,ne
¡Hasta la vista! (luego),na shledanou.,176,Hoy escucho ¡Hasta la vista! en un diálogo del curso y luego intento repetir la misma idea con mis palabras.,Dnes slyším na shledanou v dialogu z kurzu a potom se snažím stejnou myšlenku zopakovat vlastními slovy.,ne
luego,pak,177,"En esta lección el resultado suena luego, aunque al principio parecía bastante complicado.","V této lekci výsledek zní pak, i když na začátku vypadal docela složitě.",ne
luego,potom,178,"Después de revisar los detalles, la situación parece más luego y todo queda mucho más claro.",Po kontrole detailů situace působí více potom a všechno je mnohem jasnější.,ne
la vista / la visión,zrak,179,"En este contexto digo la vista, porque es la forma más habitual entre hablantes nativos.","V tomto kontextu říkám zrak, protože je to mezi rodilými mluvčími nejběžnější forma.",ne
la vista / la visión,pohled,180,"En este contexto digo la vista, porque es la forma más habitual entre hablantes nativos.","V tomto kontextu říkám pohled, protože je to mezi rodilými mluvčími nejběžnější forma.",ne
la vista / la visión,vidění / zrak,181,"Cuando practicamos en parejas, aparece la vista varias veces y eso me ayuda a recordarlo sin esfuerzo.","Když procvičujeme ve dvojicích, vidění se objevuje několikrát a to mi pomáhá zapamatovat si to bez námahy.",ne
hasta,až do,182,"Cuando comparo las opciones, esta me parece más hasta para resolver el problema correctamente.","Když porovnávám možnosti, tato mi připadá více až do pro správné řešení problému.",ne
hasta,dokonce,183,La explicación final es tan hasta que todos en clase entienden la idea sin dificultad.,"Závěrečné vysvětlení je tak dokonce, že všichni ve třídě chápou myšlenku bez potíží.",ne
hasta,za chvíli,184,"En el diálogo de hoy una reacción parece hasta, y por eso comentamos su significado juntos.","V dnešním dialogu jedna reakce působí za chvíli, a proto společně probíráme její význam.",ne
hasta,ahoj příště,185,"En esta lección el resultado suena hasta, aunque al principio parecía bastante complicado.","V této lekci výsledek zní ahoj příště, i když na začátku vypadal docela složitě.",ne
Hasta mañana.,nashledanou zítra,186,"En esta lección el resultado suena Hasta mañana, aunque al principio parecía bastante complicado.","V této lekci výsledek zní nashledanou zítra, i když na začátku vypadal docela složitě.",ne
el mañana / la mañana / pasado mañana,zítra,187,Hoy escucho el mañana en un diálogo del curso y luego intento repetir la misma idea con mis palabras.,Dnes slyším zítra v dialogu z kurzu a potom se snažím stejnou myšlenku zopakovat vlastními slovy.,ne
el mañana / la mañana / pasado mañana,zítřek / ráno,188,Hoy escucho el mañana en un diálogo del curso y luego intento repetir la misma idea con mis palabras.,Dnes slyším zítřek v dialogu z kurzu a potom se snažím stejnou myšlenku zopakovat vlastními slovy.,ne
el mañana / la mañana / pasado mañana,jitro / pozítří,189,"En una conversación normal uso el mañana, porque esta estructura suena natural y se entiende fácilmente.","V běžném rozhovoru používám jitro, protože tato struktura zní přirozeně a snadno se jí rozumí.",ne
nada (de nada),nic,190,Para el examen oral preparo una frase completa con nada y así hablo con más seguridad.,"Na ústní zkoušku si připravuji celou větu s nic, a tím mluvím jistěji.",ne
nada (de nada),vůbec ne (není zač),191,"Cuando practicamos en parejas, aparece nada varias veces y eso me ayuda a recordarlo sin esfuerzo.","Když procvičujeme ve dvojicích, vůbec ne se objevuje několikrát a to mi pomáhá zapamatovat si to bez námahy.",ne
Yo soy,Já jsem ...,192,"En casa practico con ejemplos donde aparece Yo soy, y así lo uso con más confianza.","Doma trénuji na příkladech, kde se objevuje Já jsem, a díky tomu ho používám s větší jistotou.",ne
"gato, -ta",kocour,193,"Cuando practicamos en parejas, aparece gato varias veces y eso me ayuda a recordarlo sin esfuerzo.","Když procvičujeme ve dvojicích, kocour se objevuje několikrát a to mi pomáhá zapamatovat si to bez námahy.",ne
"gato, -ta",kočka,194,"En este contexto digo gato, porque es la forma más habitual entre hablantes nativos.","V tomto kontextu říkám kočka, protože je to mezi rodilými mluvčími nejběžnější forma.",ne
"perro, -rra",pes,195,"En una conversación normal uso perro, porque esta estructura suena natural y se entiende fácilmente.","V běžném rozhovoru používám pes, protože tato struktura zní přirozeně a snadno se jí rozumí.",ne
