ES,CZ,Order,Sentence,SentenceT,L
la gallina / el gallo,bačkora,210,Siempre digo «la gallina / el gallo» y todos entienden.,Takže píšu „bačkora“ do sešitu.,ne
la gallina / el gallo,zbabělý,211,Siempre recuerdo bien la palabra «la gallina / el gallo».,Najednou používám slovo „zbabělý“ ve větě.,ne
la gallina / el gallo,poseroutka / kohout,212,"Oye, escribo «la gallina / el gallo» en mi cuaderno.","Jasně, používám slovo „poseroutka / kohout“ ve větě.",ne
el pollo,kuře,213,"Vale, escucho la palabra «el pollo» en clase.",Dnes píšu „kuře“ do sešitu.,ne
el pollo,ptáče,214,Esta mañana practico hoy la palabra «el pollo».,"Představ si, slyším slovo „ptáče“ ve třídě.",ne
el pollo,mládě,215,Esta mañana digo «el pollo» y todos entienden.,Vždy slyším slovo „mládě“ ve třídě.,ne
el pollo,zajíček (kluk),216,A veces escribo «el pollo» en mi cuaderno.,"Hele, si dobře pamatuji slovo „zajíček (kluk)“.",ne
el pato,kachna,217,"Imagínate, uso la palabra «el pato» en una frase.",Někdy píšu „kachna“ do sešitu.,ne
el pato,kačer,218,Casi nunca digo «el pato» y todos entienden.,Najednou slyším slovo „kačer“ ve třídě.,ne
el pato,nemotorný,219,"Bueno, escribo «el pato» en mi cuaderno.",Včera večer si dobře pamatuji slovo „nemotorný“.,ne
el pato,nešikovný,220,"Bueno, uso la palabra «el pato» en una frase.","Víš, dnes procvičuji slovo „nešikovný“.",ne
el pato,lenoch,221,Siempre escribo «el pato» en mi cuaderno.,Konečně píšu „lenoch“ do sešitu.,ne
el pato,flákač,222,Anoche recuerdo bien la palabra «el pato».,"Poslouchej, řeknu „flákač“ a všichni rozumí.",ne
la oca,husa,223,Hoy escribo «la oca» en mi cuaderno.,Skoro nikdy dnes procvičuji slovo „husa“.,ne
el loro / el papagayo,papoušek,224,Siempre practico hoy la palabra «el loro / el papagayo».,"Víš, si dobře pamatuji slovo „papoušek“.",ne
"blanco, -ca",bílý,225,"Por fin digo «blanco, -ca» y todos entienden.","Víš, si dobře pamatuji slovo „bílý“.",ne
"blanco, -ca",běloch,226,"Ahora escucho la palabra «blanco, -ca» en clase.",Teď si dobře pamatuji slovo „běloch“.,ne
"negro, -ra",černý,227,"Imagínate, escribo «negro, -ra» en mi cuaderno.",Včera večer slyším slovo „černý“ ve třídě.,ne
"negro, -ra",tmavý,228,"Vale, practico hoy la palabra «negro, -ra».",No si dobře pamatuji slovo „tmavý“.,ne
verde / verdoso = nazelenalý,zelený,229,De repente escucho la palabra «verde / verdoso = nazelenalý» en clase.,Takže dnes procvičuji slovo „zelený“.,ne
verde / verdoso = nazelenalý,syrový,230,En serio recuerdo bien la palabra «verde / verdoso = nazelenalý».,Dnes ráno řeknu „syrový“ a všichni rozumí.,ne
verde / verdoso = nazelenalý,v začátcích,231,Por fin digo «verde / verdoso = nazelenalý» y todos entienden.,Dnes ráno řeknu „v začátcích“ a všichni rozumí.,ne
verde / verdoso = nazelenalý,nezralý,232,De repente recuerdo bien la palabra «verde / verdoso = nazelenalý».,"Dobře, píšu „nezralý“ do sešitu.",ne
verde / verdoso = nazelenalý,nezkušený,233,"Vale, digo «verde / verdoso = nazelenalý» y todos entienden.",Skoro nikdy řeknu „nezkušený“ a všichni rozumí.,ne
verde / verdoso = nazelenalý,oplzlý,234,Hoy practico hoy la palabra «verde / verdoso = nazelenalý».,Teď si dobře pamatuji slovo „oplzlý“.,ne
azul,modrý,235,En serio escribo «azul» en mi cuaderno.,Dnes ráno si dobře pamatuji slovo „modrý“.,ne
azul,obloha,236,"Sabes, practico hoy la palabra «azul».","Řekni, používám slovo „obloha“ ve větě.",ne
"amarillo, -lla",žlutý,237,"Hoy digo «amarillo, -lla» y todos entienden.","Představ si, si dobře pamatuji slovo „žlutý“.",ne
"amarillo, -lla",bulvární,238,"En serio escribo «amarillo, -lla» en mi cuaderno.",Skoro nikdy používám slovo „bulvární“ ve větě.,ne
"rojo, -ja",červený,239,"Ahora digo «rojo, -ja» y todos entienden.","Tak, si dobře pamatuji slovo „červený“.",ne
"rojo, -ja",rudý,240,"Siempre escucho la palabra «rojo, -ja» en clase.",Teď píšu „rudý“ do sešitu.,ne
"rojo, -ja",komunistický,241,"Imagínate, digo «rojo, -ja» y todos entienden.","Poslouchej, si dobře pamatuji slovo „komunistický“.",ne
"rojo, -ja",rezavý,242,"Claro, uso la palabra «rojo, -ja» en una frase.","Víš, řeknu „rezavý“ a všichni rozumí.",ne
"rosado, -a",růžový,243,"Mira, digo «rosado, -a» y todos entienden.",Dnes ráno dnes procvičuji slovo „růžový“.,ne
marrón / pardo,hnědý,244,En serio practico hoy la palabra «marrón / pardo».,"Víš, slyším slovo „hnědý“ ve třídě.",ne
gris,šedý,245,Casi nunca recuerdo bien la palabra «gris».,Dnes ráno řeknu „šedý“ a všichni rozumí.,ne
"naranja, naranjado, anaranjado",oranžový,246,"Anoche recuerdo bien la palabra «naranja, naranjado, anaranjado».",Včera večer používám slovo „oranžový“ ve větě.,ne
"morado, morada",fialový,247,"Mira, uso la palabra «morado, morada» en una frase.",No píšu „fialový“ do sešitu.,ne
violeta,světle fialový,248,Entonces digo «violeta» y todos entienden.,Dnes ráno řeknu „světle fialový“ a všichni rozumí.,ne
violeta,fialka,249,"Mira, uso la palabra «violeta» en una frase.",Dnes ráno si dobře pamatuji slovo „fialka“.,ne
el ayer,včera,250,Entonces digo «el ayer» y todos entienden.,Najednou řeknu „včera“ a všichni rozumí.,ne
el ayer,včerejšek,251,De repente escribo «el ayer» en mi cuaderno.,"Jasně, dnes procvičuji slovo „včerejšek“.",ne
el ayer,minulost,252,"Bueno, practico hoy la palabra «el ayer».",Najednou slyším slovo „minulost“ ve třídě.,ne
el futuro,budoucnost,253,De repente practico hoy la palabra «el futuro».,Teď používám slovo „budoucnost“ ve větě.,ne
el futuro,budoucí,254,Ahora escucho la palabra «el futuro» en clase.,"Jasně, používám slovo „budoucí“ ve větě.",ne
el futuro,příští,255,"Claro, recuerdo bien la palabra «el futuro».","Představ si, si dobře pamatuji slovo „příští“.",ne
decidir / decisivo,rozhodnout (se) / rozhodující,256,Pues digo «decidir / decisivo» y todos entienden.,"Víš, řeknu „rozhodnout (se) / rozhodující“ a všichni rozumí.",ne
aprender,(na) učit se,257,Por fin escribo «aprender» en mi cuaderno.,"Poslouchej, řeknu „(na) učit se“ a všichni rozumí.",ne
aprender,zapamatovat si,258,"Sabes, digo «aprender» y todos entienden.",Najednou dnes procvičuji slovo „zapamatovat si“.,ne
saber,vědět,259,"Vale, uso la palabra «saber» en una frase.",Vždy dnes procvičuji slovo „vědět“.,ne
saber,znát,260,"Mira, escucho la palabra «saber» en clase.",Takže slyším slovo „znát“ ve třídě.,ne
saber,moci,261,Por fin recuerdo bien la palabra «saber».,"Tak, slyším slovo „moci“ ve třídě.",ne
saber,umět,262,"Dime, escribo «saber» en mi cuaderno.",Dnes slyším slovo „umět“ ve třídě.,ne
saber,chutnat,263,Casi nunca escucho la palabra «saber» en clase.,Někdy píšu „chutnat“ do sešitu.,ne
posible,možný,264,En serio escucho la palabra «posible» en clase.,Takže píšu „možný“ do sešitu.,ne
posible,pravděpodobný,265,Hoy escucho la palabra «posible» en clase.,Najednou řeknu „pravděpodobný“ a všichni rozumí.,ne
ser,být,266,Casi nunca practico hoy la palabra «ser».,"Víš, používám slovo „být“ ve větě.",ne
ser,existovat,267,Casi nunca practico hoy la palabra «ser».,Teď dnes procvičuji slovo „existovat“.,ne
ser,vyskytovat se,268,"Vale, uso la palabra «ser» en una frase.","Hele, slyším slovo „vyskytovat se“ ve třídě.",ne
"yo soy, nosotros somos",jsem,269,"Por fin escucho la palabra «yo soy, nosotros somos» en clase.","Řekni, řeknu „jsem“ a všichni rozumí.",ne
"yo soy, nosotros somos",jsme,270,"A veces recuerdo bien la palabra «yo soy, nosotros somos».","Dobře, slyším slovo „jsme“ ve třídě.",ne
"tú eres, vosotros sois",jsi,271,"Ahora escucho la palabra «tú eres, vosotros sois» en clase.","Tak, dnes procvičuji slovo „jsi“.",ne
"tú eres, vosotros sois",jste,272,"En serio recuerdo bien la palabra «tú eres, vosotros sois».","Představ si, si dobře pamatuji slovo „jste“.",ne
"él es, ellos son",je,273,"Claro, escucho la palabra «él es, ellos son» en clase.","Řekni, dnes procvičuji slovo „je“.",ne
"él es, ellos son",jsou,274,"En serio escucho la palabra «él es, ellos son» en clase.",Dnes ráno slyším slovo „jsou“ ve třídě.,ne
esperar,doufat,275,En serio escribo «esperar» en mi cuaderno.,Vážně používám slovo „doufat“ ve větě.,ne
esperar,věřit,276,De repente uso la palabra «esperar» en una frase.,Takže používám slovo „věřit“ ve větě.,ne
esperar,čekat,277,"Vale, practico hoy la palabra «esperar».","Řekni, dnes procvičuji slovo „čekat“.",ne
esperar,očekávat,278,"Claro, digo «esperar» y todos entienden.",Takže slyším slovo „očekávat“ ve třídě.,ne
bastante,dost,279,Hoy practico hoy la palabra «bastante».,Dnes slyším slovo „dost“ ve třídě.,ne
bastante,dostatečně,280,"Sabes, escucho la palabra «bastante» en clase.",Dnes řeknu „dostatečně“ a všichni rozumí.,ne
bastante,akorát,281,Anoche practico hoy la palabra «bastante».,Konečně slyším slovo „akorát“ ve třídě.,ne
diligente,pečlivý,282,"Imagínate, escribo «diligente» en mi cuaderno.","Řekni, používám slovo „pečlivý“ ve větě.",ne
diligente,snaživý,283,Pues digo «diligente» y todos entienden.,"Poslouchej, slyším slovo „snaživý“ ve třídě.",ne
diligente,pilný,284,Hoy escucho la palabra «diligente» en clase.,Včera večer si dobře pamatuji slovo „pilný“.,ne
diligente,rychlý,285,A veces escribo «diligente» en mi cuaderno.,Vážně píšu „rychlý“ do sešitu.,ne
diligente,hbitý,286,"Vale, uso la palabra «diligente» en una frase.","Jasně, slyším slovo „hbitý“ ve třídě.",ne
diligente,pohotový,287,"Oye, recuerdo bien la palabra «diligente».",Teď řeknu „pohotový“ a všichni rozumí.,ne
en,v,288,"Claro, practico hoy la palabra «en».","Řekni, slyším slovo „v“ ve třídě.",ne
en,ve (místně),289,De repente escribo «en» en mi cuaderno.,Včera večer řeknu „ve (místně)“ a všichni rozumí.,ne
vive en Madrid,žije v Madridu,290,"Dime, recuerdo bien la palabra «vive en Madrid».",Skoro nikdy používám slovo „žije v Madridu“ ve větě.,ne
y,a,291,"Claro, digo «y» y todos entienden.",Včera večer píšu „a“ do sešitu.,ne
y,i,292,"Dime, escucho la palabra «y» en clase.",Najednou používám slovo „i“ ve větě.,ne
recientemente,nedávno,293,"Sabes, escucho la palabra «recientemente» en clase.","Víš, píšu „nedávno“ do sešitu.",ne
comprar,(za)koupit,294,Esta mañana recuerdo bien la palabra «comprar».,"Řekni, píšu „(za)koupit“ do sešitu.",ne
comprar,kupovat,295,Hoy escucho la palabra «comprar» en clase.,Dnes si dobře pamatuji slovo „kupovat“.,ne
comprar,podplatit,296,Anoche escucho la palabra «comprar» en clase.,Včera večer dnes procvičuji slovo „podplatit“.,ne
la motocicleta (la moto),motorka,297,"Claro, uso la palabra «la motocicleta (la moto)» en una frase.","Představ si, řeknu „motorka“ a všichni rozumí.",ne
la motocicleta (la moto),motocykl,298,Casi nunca escribo «la motocicleta (la moto)» en mi cuaderno.,Vážně dnes procvičuji slovo „motocykl“.,ne
escribir,psát,299,"Mira, recuerdo bien la palabra «escribir».",Vážně slyším slovo „psát“ ve třídě.,ne
escribir,napsat,300,Casi nunca recuerdo bien la palabra «escribir».,Včera večer používám slovo „napsat“ ve větě.,ne
escribir,sepsat,301,"Claro, escribo «escribir» en mi cuaderno.","Dobře, používám slovo „sepsat“ ve větě.",ne
escribir,skládat (hudbu),302,En serio recuerdo bien la palabra «escribir».,"Jasně, si dobře pamatuji slovo „skládat (hudbu)“.",ne
nuevo,nový,303,"Sabes, digo «nuevo» y todos entienden.",Někdy píšu „nový“ do sešitu.,ne
nuevo,nováček,304,"Oye, escucho la palabra «nuevo» en clase.",Takže řeknu „nováček“ a všichni rozumí.,ne
nuevo,čerstvý,305,Siempre recuerdo bien la palabra «nuevo».,Vždy používám slovo „čerstvý“ ve větě.,ne
nuevo,odpočatý,306,Casi nunca digo «nuevo» y todos entienden.,Vážně řeknu „odpočatý“ a všichni rozumí.,ne
alegrar,rozveselit,307,"Oye, recuerdo bien la palabra «alegrar».",Teď si dobře pamatuji slovo „rozveselit“.,ne
alegrar,mít radost,308,Pues digo «alegrar» y todos entienden.,Takže dnes procvičuji slovo „mít radost“.,ne
alegrar,oživit,309,Esta mañana escucho la palabra «alegrar» en clase.,Teď používám slovo „oživit“ ve větě.,ne
alegrar,ozdobit,310,Pues digo «alegrar» y todos entienden.,"Hele, píšu „ozdobit“ do sešitu.",ne
¿Cuándo?,Kdy?,311,Siempre escucho la palabra «¿Cuándo?» en clase.,"Tak, si dobře pamatuji slovo „Kdy?“.",ne
"¿Para cuándo?, ¿Desde cuándo?, ¿Hasta cuándo?",Na kdy? Od kdy? Do kdy?,312,"Sabes, practico hoy la palabra «¿Para cuándo?, ¿Desde cuándo?, ¿Hasta cuándo?».","Hele, si dobře pamatuji slovo „Na kdy? Od kdy? Do kdy?“.",ne
¿Cuándo naciste?,Kdy ses narodil?,313,"Bueno, recuerdo bien la palabra «¿Cuándo naciste?».","Poslouchej, si dobře pamatuji slovo „Kdy ses narodil?“.",ne
¿Cuándo es tu cumpleaños?,Kdy máš narozeniny?,314,Ahora recuerdo bien la palabra «¿Cuándo es tu cumpleaños?».,Včera večer používám slovo „Kdy máš narozeniny?“ ve větě.,ne
cuando,když,315,"Vale, recuerdo bien la palabra «cuando».",Najednou řeknu „když“ a všichni rozumí.,ne
cuando,až,316,"Imagínate, practico hoy la palabra «cuando».",Vážně si dobře pamatuji slovo „až“.,ne
Ya que estás aquí...,Když už jsi tady…,317,Esta mañana uso la palabra «Ya que estás aquí...» en una frase.,Najednou dnes procvičuji slovo „Když už jsi tady…“.,ne
encontrar dificultades,narazit na potíže,318,Ahora recuerdo bien la palabra «encontrar dificultades».,Někdy píšu „narazit na potíže“ do sešitu.,ne
encontrar la solución,nalézt řešení,319,Ahora practico hoy la palabra «encontrar la solución».,"Poslouchej, řeknu „nalézt řešení“ a všichni rozumí.",ne
la dificultad,obtíž,320,Ahora escribo «la dificultad» en mi cuaderno.,Včera večer si dobře pamatuji slovo „obtíž“.,ne
la dificultad,potíž,321,Anoche recuerdo bien la palabra «la dificultad».,"Víš, píšu „potíž“ do sešitu.",ne
la dificultad,problém,322,Esta mañana escucho la palabra «la dificultad» en clase.,Dnes ráno dnes procvičuji slovo „problém“.,ne
la dificultad,obtížnost,323,En serio uso la palabra «la dificultad» en una frase.,"Tak, řeknu „obtížnost“ a všichni rozumí.",ne
la solución,řešení,324,"Bueno, escucho la palabra «la solución» en clase.",Najednou dnes procvičuji slovo „řešení“.,ne
la solución,vyřešení,325,"Imagínate, uso la palabra «la solución» en una frase.",Včera večer si dobře pamatuji slovo „vyřešení“.,ne
la solución,roztok,326,En serio digo «la solución» y todos entienden.,Vždy si dobře pamatuji slovo „roztok“.,ne
nuevamente,znovu,327,Hoy recuerdo bien la palabra «nuevamente».,Takže používám slovo „znovu“ ve větě.,ne
nuevamente,opět,328,"Dime, uso la palabra «nuevamente» en una frase.",Dnes ráno si dobře pamatuji slovo „opět“.,ne
nuevamente,ještě jednou,329,Hoy practico hoy la palabra «nuevamente».,Včera večer používám slovo „ještě jednou“ ve větě.,ne
la Alemania,Německo,330,"Bueno, uso la palabra «la Alemania» en una frase.","Poslouchej, slyším slovo „Německo“ ve třídě.",ne
Republica Checa,Česká republika,331,Hoy practico hoy la palabra «Republica Checa».,Najednou dnes procvičuji slovo „Česká republika“.,ne
o,nebo,332,"Sabes, recuerdo bien la palabra «o».","Tak, řeknu „nebo“ a všichni rozumí.",ne
o,neboli,333,Esta mañana recuerdo bien la palabra «o».,"Tak, používám slovo „neboli“ ve větě.",ne
o,buď a nebo,334,"Vale, uso la palabra «o» en una frase.",Konečně si dobře pamatuji slovo „buď a nebo“.,ne
¡Bolsa o la vida!,Peníze nebo život!,335,En serio uso la palabra «¡Bolsa o la vida!» en una frase.,Dnes ráno slyším slovo „Peníze nebo život!“ ve třídě.,ne
poder,moci,336,En serio escucho la palabra «poder» en clase.,Vždy dnes procvičuji slovo „moci“.,ne
poder,smět,337,"Claro, digo «poder» y todos entienden.",Skoro nikdy používám slovo „smět“ ve větě.,ne
el poder,moc,338,Por fin uso la palabra «el poder» en una frase.,Vážně dnes procvičuji slovo „moc“.,ne
el poder,vláda,339,Anoche uso la palabra «el poder» en una frase.,Dnes ráno píšu „vláda“ do sešitu.,ne
el poder,síla,340,Entonces practico hoy la palabra «el poder».,"Hele, používám slovo „síla“ ve větě.",ne
el poder,schopnost,341,A veces digo «el poder» y todos entienden.,"Poslouchej, píšu „schopnost“ do sešitu.",ne
