Id,InfFR,Tense,Number,Person,Pronoun,Form,Sentence,SentenceT
v068-18,jouer,present,P,3,ils,jouent,Ils jouent une chanson.,Oni hrají písničku.
v069-01,tourner,present,S,1,je,tourne,Je tourne à droite.,Já zatáčím doprava.
v069-02,tourner,present,S,1,je,tourne,Je tourne à gauche.,Já zatáčím doleva.
v069-03,tourner,present,S,1,je,tourne,Je tourne après le pont.,Já zatáčím za mostem.
v069-04,tourner,present,S,2,tu,tournes,Tu tournes avant la gare.,Ty zatáčíš před nádražím.
v069-05,tourner,present,S,2,tu,tournes,Tu tournes près de l'école.,Ty zatáčíš blízko školy.
v069-06,tourner,present,S,2,tu,tournes,Tu tournes au coin de la rue.,Ty zatáčíš na rohu ulice.
v069-07,tourner,present,S,3,il,tourne,Il tourne vers le parc.,On zatáčí směrem k parku.
v069-08,tourner,present,S,3,elle,tourne,Elle tourne vers la plage.,Ona zatáčí směrem k pláži.
v069-09,tourner,present,S,3,il,tourne,Il tourne vers le centre.,On zatáčí směrem k centru.
v069-10,tourner,present,P,1,nous,tournons,Nous tournons à droite.,My zatáčíme doprava.
v069-11,tourner,present,P,1,nous,tournons,Nous tournons à gauche.,My zatáčíme doleva.
v069-12,tourner,present,P,1,nous,tournons,Nous tournons après le pont.,My zatáčíme za mostem.
v069-13,tourner,present,P,2,vous,tournez,Vous tournez avant la gare.,Vy zatáčíte před nádražím.
v069-14,tourner,present,P,2,vous,tournez,Vous tournez près de l'école.,Vy zatáčíte blízko školy.
v069-15,tourner,present,P,2,vous,tournez,Vous tournez au coin de la rue.,Vy zatáčíte na rohu ulice.
v069-16,tourner,present,P,3,ils,tournent,Ils tournent vers le parc.,Oni zatáčejí směrem k parku.
v069-17,tourner,present,P,3,elles,tournent,Elles tournent vers la plage.,Ony zatáčejí směrem k pláži.
v069-18,tourner,present,P,3,ils,tournent,Ils tournent vers le centre.,Oni zatáčejí směrem k centru.
v070-01,garder,present,S,1,je,garde,Je garde le bébé.,Já hlídám miminko.
v070-02,garder,present,S,1,je,garde,Je garde les enfants.,Já hlídám děti.
v070-03,garder,present,S,1,je,garde,Je garde le petit garçon.,Já hlídám malého chlapce.
v070-04,garder,present,S,2,tu,gardes,Tu gardes la petite fille.,Ty hlídáš malou holčičku.
v070-05,garder,present,S,2,tu,gardes,Tu gardes le chien.,Ty hlídáš psa.
v070-06,garder,present,S,2,tu,gardes,Tu gardes le chat.,Ty hlídáš kočku.
v070-07,garder,present,S,3,il,garde,Il garde la maison.,On hlídá dům.
v070-08,garder,present,S,3,elle,garde,Elle garde le magasin.,Ona hlídá obchod.
v070-09,garder,present,S,3,il,garde,Il garde les valises.,On hlídá kufry.
v070-10,garder,present,P,1,nous,gardons,Nous gardons le bébé.,My hlídáme miminko.
v070-11,garder,present,P,1,nous,gardons,Nous gardons les enfants.,My hlídáme děti.
v070-12,garder,present,P,1,nous,gardons,Nous gardons le petit garçon.,My hlídáme malého chlapce.
v070-13,garder,present,P,2,vous,gardez,Vous gardez la petite fille.,Vy hlídáte malou holčičku.
v070-14,garder,present,P,2,vous,gardez,Vous gardez le chien.,Vy hlídáte psa.
v070-15,garder,present,P,2,vous,gardez,Vous gardez le chat.,Vy hlídáte kočku.
v070-16,garder,present,P,3,ils,gardent,Ils gardent la maison.,Oni hlídají dům.
v070-17,garder,present,P,3,elles,gardent,Elles gardent le magasin.,Ony hlídají obchod.
v070-18,garder,present,P,3,ils,gardent,Ils gardent les valises.,Oni hlídají kufry.
v071-01,reconnaître,present,S,1,je,reconnais,Je reconnais Paul.,Já poznávám Paula.
v071-02,reconnaître,present,S,1,je,reconnais,Je reconnais Marie.,Já poznávám Marii.
v071-03,reconnaître,present,S,1,je,reconnais,Je reconnais le professeur.,Já poznávám učitele.
v071-04,reconnaître,present,S,2,tu,reconnais,Tu reconnais le médecin.,Ty poznáváš lékaře.
v071-05,reconnaître,present,S,2,tu,reconnais,Tu reconnais ce voisin.,Ty poznáváš tohoto souseda.
v071-06,reconnaître,present,S,2,tu,reconnais,Tu reconnais cette actrice.,Ty poznáváš tuto herečku.
v071-07,reconnaître,present,S,3,il,reconnaît,Il reconnaît la voix de Paul.,On poznává Paulův hlas.
v071-08,reconnaître,present,S,3,elle,reconnaît,Elle reconnaît la voix de Marie.,Ona poznává Mariin hlas.
v071-09,reconnaître,present,S,3,il,reconnaît,Il reconnaît ce visage.,On poznává tento obličej.
v071-10,reconnaître,present,P,1,nous,reconnaissons,Nous reconnaissons cette chanson.,My poznáváme tuto písničku.
v071-11,reconnaître,present,P,1,nous,reconnaissons,Nous reconnaissons cette musique.,My poznáváme tuto hudbu.
v071-12,reconnaître,present,P,1,nous,reconnaissons,Nous reconnaissons ce bruit.,My poznáváme tento zvuk.
v071-13,reconnaître,present,P,2,vous,reconnaissez,Vous reconnaissez la maison.,Vy poznáváte dům.
v071-14,reconnaître,present,P,2,vous,reconnaissez,Vous reconnaissez la rue.,Vy poznáváte ulici.
v071-15,reconnaître,present,P,2,vous,reconnaissez,Vous reconnaissez le chemin.,Vy poznáváte cestu.
v071-16,reconnaître,present,P,3,ils,reconnaissent,Ils reconnaissent ce chat.,Oni poznávají tuto kočku.
v071-17,reconnaître,present,P,3,elles,reconnaissent,Elles reconnaissent ce chien.,Ony poznávají tohoto psa.
v071-18,reconnaître,present,P,3,ils,reconnaissent,Ils reconnaissent cet oiseau.,Oni poznávají tohoto ptáka.
v072-01,quitter,present,S,1,je,quitte,Je quitte la maison.,Já opouštím dům.
v072-02,quitter,present,S,1,je,quitte,Je quitte l'école.,Já opouštím školu.
v072-03,quitter,present,S,1,je,quitte,Je quitte le bureau.,Já opouštím kancelář.
v072-04,quitter,present,S,2,tu,quittes,Tu quittes la chambre.,Ty opouštíš pokoj.
v072-05,quitter,present,S,2,tu,quittes,Tu quittes la cuisine.,Ty opouštíš kuchyň.
v072-06,quitter,present,S,2,tu,quittes,Tu quittes le jardin.,Ty opouštíš zahradu.
v072-07,quitter,present,S,3,il,quitte,Il quitte le parc.,On opouští park.
v072-08,quitter,present,S,3,elle,quitte,Elle quitte la plage.,Ona opouští pláž.
v072-09,quitter,present,S,3,il,quitte,Il quitte la forêt.,On opouští les.
v072-10,quitter,present,P,1,nous,quittons,Nous quittons la ville.,My opouštíme město.
v072-11,quitter,present,P,1,nous,quittons,Nous quittons le village.,My opouštíme vesnici.
v072-12,quitter,present,P,1,nous,quittons,Nous quittons le pays.,My opouštíme zemi.
v072-13,quitter,present,P,2,vous,quittez,Vous quittez le restaurant.,Vy opouštíte restauraci.
v072-14,quitter,present,P,2,vous,quittez,Vous quittez le café.,Vy opouštíte kavárnu.
v072-15,quitter,present,P,2,vous,quittez,Vous quittez l'hôtel.,Vy opouštíte hotel.
v072-16,quitter,present,P,3,ils,quittent,Ils quittent le musée.,Oni opouštějí muzeum.
v072-17,quitter,present,P,3,elles,quittent,Elles quittent le magasin.,Ony opouštějí obchod.
v072-18,quitter,present,P,3,ils,quittent,Ils quittent la gare.,Oni opouštějí nádraží.
v073-01,manger,present,S,1,je,mange,Je mange du pain.,Já jím chleba.
v073-02,manger,present,S,1,je,mange,Je mange du fromage.,Já jím sýr.
v073-03,manger,present,S,1,je,mange,Je mange une pomme.,Já jím jablko.
v073-04,manger,present,S,2,tu,manges,Tu manges une banane.,Ty jíš banán.
v073-05,manger,present,S,2,tu,manges,Tu manges une orange.,Ty jíš pomeranč.
v073-06,manger,present,S,2,tu,manges,Tu manges une poire.,Ty jíš hrušku.
v073-07,manger,present,S,3,il,mange,Il mange une soupe.,On jí polévku.
v073-08,manger,present,S,3,elle,mange,Elle mange une salade.,Ona jí salát.
v073-09,manger,present,S,3,il,mange,Il mange une pizza.,On jí pizzu.
v073-10,manger,present,P,1,nous,mangeons,Nous mangeons du riz.,My jíme rýži.
v073-11,manger,present,P,1,nous,mangeons,Nous mangeons des pâtes.,My jíme těstoviny.
v073-12,manger,present,P,1,nous,mangeons,Nous mangeons des pommes de terre.,My jíme brambory.
v073-13,manger,present,P,2,vous,mangez,Vous mangez du poisson.,Vy jíte rybu.
v073-14,manger,present,P,2,vous,mangez,Vous mangez du poulet.,Vy jíte kuře.
v073-15,manger,present,P,2,vous,mangez,Vous mangez des légumes.,Vy jíte zeleninu.
v073-16,manger,present,P,3,ils,mangent,Ils mangent un gâteau.,Oni jedí dort.
v073-17,manger,present,P,3,elles,mangent,Elles mangent du chocolat.,Ony jedí čokoládu.
v073-18,manger,present,P,3,ils,mangent,Ils mangent une glace.,Oni jedí zmrzlinu.
v074-01,courir,present,S,1,je,cours,Je cours dans le parc.,Já běžím parkem.
v074-02,courir,present,S,1,je,cours,Je cours dans le jardin.,Já běžím zahradou.
v074-03,courir,present,S,1,je,cours,Je cours dans la forêt.,Já běžím lesem.
v074-04,courir,present,S,2,tu,cours,Tu cours sur la plage.,Ty běžíš po pláži.
v074-05,courir,present,S,2,tu,cours,Tu cours sur le sable.,Ty běžíš po písku.
v074-06,courir,present,S,2,tu,cours,Tu cours sur le chemin.,Ty běžíš po cestě.
v074-07,courir,present,S,3,il,court,Il court vers la gare.,On běží směrem k nádraží.
v074-08,courir,present,S,3,elle,court,Elle court vers l'école.,Ona běží směrem ke škole.
v074-09,courir,present,S,3,il,court,Il court vers la maison.,On běží směrem k domu.
v074-10,courir,present,P,1,nous,courons,Nous courons lentement.,My běžíme pomalu.
v074-11,courir,present,P,1,nous,courons,Nous courons vite.,My běžíme rychle.
v074-12,courir,present,P,1,nous,courons,Nous courons sans bruit.,My běžíme bez hluku.
v074-13,courir,present,P,2,vous,courez,Vous courez avec Paul.,Vy běžíte s Paulem.
v074-14,courir,present,P,2,vous,courez,Vous courez avec Marie.,Vy běžíte s Marií.
v074-15,courir,present,P,2,vous,courez,Vous courez avec un chien.,Vy běžíte se psem.
v074-16,courir,present,P,3,ils,courent,Ils courent sous la pluie.,Oni běží v dešti.
v074-17,courir,present,P,3,elles,courent,Elles courent dans la neige.,Ony běží ve sněhu.
v074-18,courir,present,P,3,ils,courent,Ils courent le long de la rivière.,Oni běží podél řeky.
v075-01,continuer,present,S,1,je,continue,Je continue le travail.,Já pokračuji v práci.
v075-02,continuer,present,S,1,je,continue,Je continue l'exercice.,Já pokračuji ve cvičení.
v075-03,continuer,present,S,1,je,continue,Je continue le jeu.,Já pokračuji ve hře.
v075-04,continuer,present,S,2,tu,continues,Tu continues la lecture.,Ty pokračuješ ve čtení.
v075-05,continuer,present,S,2,tu,continues,Tu continues la conversation.,Ty pokračuješ v rozhovoru.
v075-06,continuer,present,S,2,tu,continues,Tu continues le voyage.,Ty pokračuješ v cestě.
v075-07,continuer,present,S,3,il,continue,Il continue la leçon.,On pokračuje v lekci.
v075-08,continuer,present,S,3,elle,continue,Elle continue le dessin.,Ona pokračuje v kreslení.
v075-09,continuer,present,S,3,il,continue,Il continue la promenade.,On pokračuje v procházce.
v075-10,continuer,present,P,1,nous,continuons,Nous continuons le travail.,My pokračujeme v práci.
v075-11,continuer,present,P,1,nous,continuons,Nous continuons l'exercice.,My pokračujeme ve cvičení.
v075-12,continuer,present,P,1,nous,continuons,Nous continuons le jeu.,My pokračujeme ve hře.
v075-13,continuer,present,P,2,vous,continuez,Vous continuez la lecture.,Vy pokračujete ve čtení.
v075-14,continuer,present,P,2,vous,continuez,Vous continuez la conversation.,Vy pokračujete v rozhovoru.
v075-15,continuer,present,P,2,vous,continuez,Vous continuez le voyage.,Vy pokračujete v cestě.
v075-16,continuer,present,P,3,ils,continuent,Ils continuent la leçon.,Oni pokračují v lekci.
v075-17,continuer,present,P,3,elles,continuent,Elles continuent le dessin.,Ony pokračují v kreslení.
v075-18,continuer,present,P,3,ils,continuent,Ils continuent la promenade.,Oni pokračují v procházce.
v076-01,oublier,present,S,1,j',oublie,J'oublie la clé.,Já zapomínám klíč.
v076-02,oublier,present,S,1,j',oublie,J'oublie le livre.,Já zapomínám knihu.
v076-03,oublier,present,S,1,j',oublie,J'oublie le sac.,Já zapomínám tašku.
v076-04,oublier,present,S,2,tu,oublies,Tu oublies le téléphone.,Ty zapomínáš telefon.
v076-05,oublier,present,S,2,tu,oublies,Tu oublies le billet.,Ty zapomínáš lístek.
v076-06,oublier,present,S,2,tu,oublies,Tu oublies le parapluie.,Ty zapomínáš deštník.
v076-07,oublier,present,S,3,il,oublie,Il oublie le nom de Paul.,On zapomíná Paulovo jméno.
v076-08,oublier,present,S,3,elle,oublie,Elle oublie le nom de Marie.,Ona zapomíná Mariino jméno.
v076-09,oublier,present,S,3,il,oublie,Il oublie ce mot.,On zapomíná toto slovo.
v076-10,oublier,present,P,1,nous,oublions,Nous oublions la date.,My zapomínáme datum.
v076-11,oublier,present,P,1,nous,oublions,Nous oublions l'adresse.,My zapomínáme adresu.
v076-12,oublier,present,P,1,nous,oublions,Nous oublions le numéro.,My zapomínáme číslo.
v076-13,oublier,present,P,2,vous,oubliez,Vous oubliez la question.,Vy zapomínáte otázku.
v076-14,oublier,present,P,2,vous,oubliez,Vous oubliez la réponse.,Vy zapomínáte odpověď.
v076-15,oublier,present,P,2,vous,oubliez,Vous oubliez la leçon.,Vy zapomínáte lekci.
v076-16,oublier,present,P,3,ils,oublient,Ils oublient le pain.,Oni zapomínají chleba.
v076-17,oublier,present,P,3,elles,oublient,Elles oublient le lait.,Ony zapomínají mléko.
v076-18,oublier,present,P,3,ils,oublient,Ils oublient la liste.,Oni zapomínají seznam.
v077-01,descendre,present,S,1,je,descends,Je descends de la colline.,Já sestupuji z kopce.
v077-02,descendre,present,S,1,je,descends,Je descends de la montagne.,Já sestupuji z hory.
v077-03,descendre,present,S,1,je,descends,Je descends du sommet.,Já sestupuji z vrcholu.
v077-04,descendre,present,S,2,tu,descends,Tu descends par l'escalier.,Ty sestupuješ po schodech.
v077-05,descendre,present,S,2,tu,descends,Tu descends par le petit chemin.,Ty sestupuješ po malé cestě.
v077-06,descendre,present,S,2,tu,descends,Tu descends vers le village.,Ty sestupuješ směrem k vesnici.
v077-07,descendre,present,S,3,il,descend,Il descend lentement.,On sestupuje pomalu.
v077-08,descendre,present,S,3,elle,descend,Elle descend à pied.,Ona sestupuje pěšky.
v077-09,descendre,present,S,3,il,descend,Il descend avec le guide.,On sestupuje s průvodcem.
v077-10,descendre,present,P,1,nous,descendons,Nous descendons de la colline.,My sestupujeme z kopce.
v077-11,descendre,present,P,1,nous,descendons,Nous descendons de la montagne.,My sestupujeme z hory.
v077-12,descendre,present,P,1,nous,descendons,Nous descendons du sommet.,My sestupujeme z vrcholu.
v077-13,descendre,present,P,2,vous,descendez,Vous descendez par l'escalier.,Vy sestupujete po schodech.
v077-14,descendre,present,P,2,vous,descendez,Vous descendez par le petit chemin.,Vy sestupujete po malé cestě.
v077-15,descendre,present,P,2,vous,descendez,Vous descendez vers le village.,Vy sestupujete směrem k vesnici.
v077-16,descendre,present,P,3,ils,descendent,Ils descendent lentement.,Oni sestupují pomalu.
v077-17,descendre,present,P,3,elles,descendent,Elles descendent à pied.,Ony sestupují pěšky.
v077-18,descendre,present,P,3,ils,descendent,Ils descendent avec le guide.,Oni sestupují s průvodcem.
v078-01,cacher,present,S,1,je,cache,Je cache la clé dans le sac.,Já schovávám klíč do tašky.
v078-02,cacher,present,S,1,je,cache,Je cache le livre sous le lit.,Já schovávám knihu pod postel.
v078-03,cacher,present,S,1,je,cache,Je cache le cadeau dans la boîte.,Já schovávám dárek do krabice.
v078-04,cacher,present,S,2,tu,caches,Tu caches le jouet derrière la porte.,Ty schováváš hračku za dveře.
v078-05,cacher,present,S,2,tu,caches,Tu caches la lettre dans le tiroir.,Ty schováváš dopis do zásuvky.
v078-06,cacher,present,S,2,tu,caches,Tu caches le téléphone sous le coussin.,Ty schováváš telefon pod polštář.
v078-07,cacher,present,S,3,il,cache,Il cache la photo dans le livre.,On schovává fotografii do knihy.
v078-08,cacher,present,S,3,elle,cache,Elle cache la pièce dans la main.,Ona schovává minci do ruky.
v078-09,cacher,present,S,3,il,cache,Il cache la balle derrière le canapé.,On schovává míč za pohovku.
v078-10,cacher,present,P,1,nous,cachons,Nous cachons la clé dans le sac.,My schováváme klíč do tašky.
v078-11,cacher,present,P,1,nous,cachons,Nous cachons le livre sous le lit.,My schováváme knihu pod postel.
v078-12,cacher,present,P,1,nous,cachons,Nous cachons le cadeau dans la boîte.,My schováváme dárek do krabice.
v078-13,cacher,present,P,2,vous,cachez,Vous cachez le jouet derrière la porte.,Vy schováváte hračku za dveře.
v078-14,cacher,present,P,2,vous,cachez,Vous cachez la lettre dans le tiroir.,Vy schováváte dopis do zásuvky.
v078-15,cacher,present,P,2,vous,cachez,Vous cachez le téléphone sous le coussin.,Vy schováváte telefon pod polštář.
v078-16,cacher,present,P,3,ils,cachent,Ils cachent la photo dans le livre.,Oni schovávají fotografii do knihy.
v078-17,cacher,present,P,3,elles,cachent,Elles cachent la pièce dans la main.,Ony schovávají minci do ruky.
v078-18,cacher,present,P,3,ils,cachent,Ils cachent la balle derrière le canapé.,Oni schovávají míč za pohovku.
v079-01,poser,present,S,1,je,pose,Je pose le livre sur la table.,Já pokládám knihu na stůl.
v079-02,poser,present,S,1,je,pose,Je pose le sac sur la chaise.,Já pokládám tašku na židli.
v079-03,poser,present,S,1,je,pose,Je pose la tasse sur le bureau.,Já pokládám šálek na psací stůl.
v079-04,poser,present,S,2,tu,poses,Tu poses la clé près de la porte.,Ty pokládáš klíč blízko dveří.
v079-05,poser,present,S,2,tu,poses,Tu poses la lettre sur le lit.,Ty pokládáš dopis na postel.
v079-06,poser,present,S,2,tu,poses,Tu poses le téléphone sur le canapé.,Ty pokládáš telefon na pohovku.
v079-07,poser,present,S,3,il,pose,Il pose une question au professeur.,On pokládá otázku učiteli.
v079-08,poser,present,S,3,elle,pose,Elle pose une question au médecin.,Ona pokládá otázku lékaři.
v079-09,poser,present,S,3,il,pose,Il pose une question à Paul.,On pokládá otázku Paulovi.
v079-10,poser,present,P,1,nous,posons,Nous posons le livre sur la table.,My pokládáme knihu na stůl.
v079-11,poser,present,P,1,nous,posons,Nous posons le sac sur la chaise.,My pokládáme tašku na židli.
v079-12,poser,present,P,1,nous,posons,Nous posons la tasse sur le bureau.,My pokládáme šálek na psací stůl.
v079-13,poser,present,P,2,vous,posez,Vous posez la clé près de la porte.,Vy pokládáte klíč blízko dveří.
v079-14,poser,present,P,2,vous,posez,Vous posez la lettre sur le lit.,Vy pokládáte dopis na postel.
v079-15,poser,present,P,2,vous,posez,Vous posez le téléphone sur le canapé.,Vy pokládáte telefon na pohovku.
v079-16,poser,present,P,3,ils,posent,Ils posent une question au professeur.,Oni pokládají otázku učiteli.
v079-17,poser,present,P,3,elles,posent,Elles posent une question au médecin.,Ony pokládají otázku lékaři.
v079-18,poser,present,P,3,ils,posent,Ils posent une question à Paul.,Oni pokládají otázku Paulovi.
v080-01,tirer,present,S,1,je,tire,Je tire une corde.,Já tahám lano.
v080-02,tirer,present,S,1,je,tire,Je tire une valise.,Já tahám kufr.
v080-03,tirer,present,S,1,je,tire,Je tire un chariot.,Já tahám vozík.
v080-04,tirer,present,S,2,tu,tires,Tu tires un petit bateau.,Ty taháš malou loď.
v080-05,tirer,present,S,2,tu,tires,Tu tires une luge.,Ty taháš sáňky.
v080-06,tirer,present,S,2,tu,tires,Tu tires une branche.,Ty taháš větev.
v080-07,tirer,present,S,3,il,tire,Il tire un sac lourd.,On tahá těžkou tašku.
v080-08,tirer,present,S,3,elle,tire,Elle tire un jouet à roulettes.,Ona tahá hračku na kolečkách.
v080-09,tirer,present,S,3,il,tire,Il tire une boîte avec une corde.,On tahá krabici pomocí lana.
v080-10,tirer,present,P,1,nous,tirons,Nous tirons une corde.,My taháme lano.
v080-11,tirer,present,P,1,nous,tirons,Nous tirons une valise.,My taháme kufr.
v080-12,tirer,present,P,1,nous,tirons,Nous tirons un chariot.,My taháme vozík.
v080-13,tirer,present,P,2,vous,tirez,Vous tirez un petit bateau.,Vy taháte malou loď.
v080-14,tirer,present,P,2,vous,tirez,Vous tirez une luge.,Vy taháte sáňky.
v080-15,tirer,present,P,2,vous,tirez,Vous tirez une branche.,Vy taháte větev.
v080-16,tirer,present,P,3,ils,tirent,Ils tirent un sac lourd.,Oni tahají těžkou tašku.
v080-17,tirer,present,P,3,elles,tirent,Elles tirent un jouet à roulettes.,Ony tahají hračku na kolečkách.
v080-18,tirer,present,P,3,ils,tirent,Ils tirent une boîte avec une corde.,Oni tahají krabici pomocí lana.
v081-01,présenter,present,S,1,je,présente,Je présente Paul à Marie.,Já představuji Paula Marii.
v081-02,présenter,present,S,1,je,présente,Je présente Marie à Luc.,Já představuji Marii Lucovi.
v081-03,présenter,present,S,1,je,présente,Je présente Luc à Julie.,Já představuji Luca Julii.
v081-04,présenter,present,S,2,tu,présentes,Tu présentes un ami à Paul.,Ty představuješ kamaráda Paulovi.
v081-05,présenter,present,S,2,tu,présentes,Tu présentes une amie à Marie.,Ty představuješ kamarádku Marii.
v081-06,présenter,present,S,2,tu,présentes,Tu présentes le professeur aux enfants.,Ty představuješ učitele dětem.
v081-07,présenter,present,S,3,il,présente,Il présente un nouveau livre.,On představuje novou knihu.
v081-08,présenter,present,S,3,elle,présente,Elle présente un nouveau jeu.,Ona představuje novou hru.
v081-09,présenter,present,S,3,il,présente,Il présente une nouvelle idée.,On představuje nový nápad.
v081-10,présenter,present,P,1,nous,présentons,Nous présentons Paul à Marie.,My představujeme Paula Marii.
v081-11,présenter,present,P,1,nous,présentons,Nous présentons Marie à Luc.,My představujeme Marii Lucovi.
v081-12,présenter,present,P,1,nous,présentons,Nous présentons Luc à Julie.,My představujeme Luca Julii.
v081-13,présenter,present,P,2,vous,présentez,Vous présentez un ami à Paul.,Vy představujete kamaráda Paulovi.
v081-14,présenter,present,P,2,vous,présentez,Vous présentez une amie à Marie.,Vy představujete kamarádku Marii.
v081-15,présenter,present,P,2,vous,présentez,Vous présentez le professeur aux enfants.,Vy představujete učitele dětem.
v081-16,présenter,present,P,3,ils,présentent,Ils présentent un nouveau livre.,Oni představují novou knihu.
v081-17,présenter,present,P,3,elles,présentent,Elles présentent un nouveau jeu.,Ony představují novou hru.
v081-18,présenter,present,P,3,ils,présentent,Ils présentent une nouvelle idée.,Oni představují nový nápad.
v082-01,ajouter,present,S,1,j',ajoute,J'ajoute du sel.,Já přidávám sůl.
v082-02,ajouter,present,S,1,j',ajoute,J'ajoute du sucre.,Já přidávám cukr.
v082-03,ajouter,present,S,1,j',ajoute,J'ajoute du lait.,Já přidávám mléko.
v082-04,ajouter,present,S,2,tu,ajoutes,Tu ajoutes de l'eau.,Ty přidáváš vodu.
v082-05,ajouter,present,S,2,tu,ajoutes,Tu ajoutes du beurre.,Ty přidáváš máslo.
v082-06,ajouter,present,S,2,tu,ajoutes,Tu ajoutes de la farine.,Ty přidáváš mouku.
v082-07,ajouter,present,S,3,il,ajoute,Il ajoute une tomate.,On přidává rajče.
v082-08,ajouter,present,S,3,elle,ajoute,Elle ajoute un œuf.,Ona přidává vejce.
v082-09,ajouter,present,S,3,il,ajoute,Il ajoute du fromage.,On přidává sýr.
v082-10,ajouter,present,P,1,nous,ajoutons,Nous ajoutons un mot.,My přidáváme slovo.
v082-11,ajouter,present,P,1,nous,ajoutons,Nous ajoutons une phrase.,My přidáváme větu.
v082-12,ajouter,present,P,1,nous,ajoutons,Nous ajoutons un exemple.,My přidáváme příklad.
v082-13,ajouter,present,P,2,vous,ajoutez,Vous ajoutez une photo.,Vy přidáváte fotografii.
v082-14,ajouter,present,P,2,vous,ajoutez,Vous ajoutez un dessin.,Vy přidáváte kresbu.
v082-15,ajouter,present,P,2,vous,ajoutez,Vous ajoutez une page.,Vy přidáváte stránku.
v082-16,ajouter,present,P,3,ils,ajoutent,Ils ajoutent une chaise.,Oni přidávají židli.
v082-17,ajouter,present,P,3,elles,ajoutent,Elles ajoutent une table.,Ony přidávají stůl.
v082-18,ajouter,present,P,3,ils,ajoutent,Ils ajoutent une lampe.,Oni přidávají lampu.
v083-01,agir,present,S,1,j',agis,J'agis vite.,Já jednám rychle.
v083-02,agir,present,S,1,j',agis,J'agis lentement.,Já jednám pomalu.
v083-03,agir,present,S,1,j',agis,J'agis avec calme.,Já jednám klidně.
v083-04,agir,present,S,2,tu,agis,Tu agis avec prudence.,Ty jednáš opatrně.
v083-05,agir,present,S,2,tu,agis,Tu agis avec courage.,Ty jednáš odvážně.
v083-06,agir,present,S,2,tu,agis,Tu agis avec patience.,Ty jednáš trpělivě.
v083-07,agir,present,S,3,il,agit,Il agit sans peur.,On jedná beze strachu.
v083-08,agir,present,S,3,elle,agit,Elle agit sans réfléchir.,Ona jedná bez přemýšlení.
v083-09,agir,present,S,3,il,agit,Il agit pour les enfants.,On jedná v zájmu dětí.
v083-10,agir,present,P,1,nous,agissons,Nous agissons vite.,My jednáme rychle.
v083-11,agir,present,P,1,nous,agissons,Nous agissons lentement.,My jednáme pomalu.
v083-12,agir,present,P,1,nous,agissons,Nous agissons avec calme.,My jednáme klidně.
v083-13,agir,present,P,2,vous,agissez,Vous agissez avec prudence.,Vy jednáte opatrně.
v083-14,agir,present,P,2,vous,agissez,Vous agissez avec courage.,Vy jednáte odvážně.
v083-15,agir,present,P,2,vous,agissez,Vous agissez avec patience.,Vy jednáte trpělivě.
v083-16,agir,present,P,3,ils,agissent,Ils agissent sans peur.,Oni jednají beze strachu.
v083-17,agir,present,P,3,elles,agissent,Elles agissent sans réfléchir.,Ony jednají bez přemýšlení.
v083-18,agir,present,P,3,ils,agissent,Ils agissent pour les enfants.,Oni jednají v zájmu dětí.
v084-01,retrouver,present,S,1,je,retrouve,Je retrouve la clé.,Já znovu nacházím klíč.
v084-02,retrouver,present,S,1,je,retrouve,Je retrouve le livre.,Já znovu nacházím knihu.
v084-03,retrouver,present,S,1,je,retrouve,Je retrouve le stylo.,Já znovu nacházím pero.
v084-04,retrouver,present,S,2,tu,retrouves,Tu retrouves le sac.,Ty znovu nacházíš tašku.
v084-05,retrouver,present,S,2,tu,retrouves,Tu retrouves le téléphone.,Ty znovu nacházíš telefon.
v084-06,retrouver,present,S,2,tu,retrouves,Tu retrouves la carte.,Ty znovu nacházíš mapu.
v084-07,retrouver,present,S,3,il,retrouve,Il retrouve la lettre.,On znovu nachází dopis.
v084-08,retrouver,present,S,3,elle,retrouve,Elle retrouve la photo.,Ona znovu nachází fotografii.
v084-09,retrouver,present,S,3,il,retrouve,Il retrouve le billet.,On znovu nachází lístek.
v084-10,retrouver,present,P,1,nous,retrouvons,Nous retrouvons le chemin.,My znovu nacházíme cestu.
v084-11,retrouver,present,P,1,nous,retrouvons,Nous retrouvons la maison.,My znovu nacházíme dům.
v084-12,retrouver,present,P,1,nous,retrouvons,Nous retrouvons le magasin.,My znovu nacházíme obchod.
v084-13,retrouver,present,P,2,vous,retrouvez,Vous retrouvez le jouet.,Vy znovu nacházíte hračku.
v084-14,retrouver,present,P,2,vous,retrouvez,Vous retrouvez la balle.,Vy znovu nacházíte míč.
v084-15,retrouver,present,P,2,vous,retrouvez,Vous retrouvez le chat.,Vy znovu nacházíte kočku.
v084-16,retrouver,present,P,3,ils,retrouvent,Ils retrouvent le gant.,Oni znovu nacházejí rukavici.
v084-17,retrouver,present,P,3,elles,retrouvent,Elles retrouvent le chapeau.,Ony znovu nacházejí klobouk.
v084-18,retrouver,present,P,3,ils,retrouvent,Ils retrouvent le parapluie.,Oni znovu nacházejí deštník.
v085-01,offrir,present,S,1,j',offre,J'offre un livre à Paul.,Já daruji knihu Paulovi.
v085-02,offrir,present,S,1,j',offre,J'offre des fleurs à Marie.,Já daruji květiny Marii.
v085-03,offrir,present,S,1,j',offre,J'offre un jouet au bébé.,Já daruji hračku miminku.
