ES,CZ,Order
la puta (hijo de puta ),šlapka (z kurvy syn),963
el/la canalla,lump,964
el/la canalla,gauner,965
el/la canalla,darebák,966
el/la canalla,ničemný,967
la verdura / la fruta,zelenina / ovoce,968
la sopa(s),polívka(y),969
la entrada(s),předkrm(y),970
la entrada(s),vstup,971
la entrada(s),vstupenka,972
la bebida(s),nápoj(e),973
la carne,maso,974
el queso,sýr,975
la nuez (las nueces),ořech,976
el jamón,šunka,977
huevo duro / huevos revueltos,vejce na tvrdo / míchaná vajíčka,978
la ensalada,salát,979
el postre,zákusek,980
el postre,desert,981
el dulce,sladký,982
el dulce,milý,983
el dulce,sladkost,984
el plato (platillo),talíř,985
el plato (platillo),pokrm,986
el plato (platillo),jídlo,987
el plato (platillo),chod,988
la naranja,pomeranč,989
el limón,citron,990
el plátano (la banana),banán,991
la pera,hruška,992
la manzana,jablko,993
la fresa,jahoda,994
la cereza,třešně,995
yo, me, me,já,996
yo, me, me,mi,997
yo, me, me,mě,998
tú, te, te,ty,999
tú, te, te,ti,1000
tú, te, te,tě,1001
él, le, le (lo),on,1002
él, le, le (lo),mu,1003
él, le, le (lo),ho,1004
ella, le, la,ona,1005
ella, le, la,jí,1006
ella, le, la,ji,1007
ello, le, lo,ono,1008
ello, le, lo,tomu,1009
ello, le, lo,to,1010
nosotros, nos, nos,my,1011
nosotros, nos, nos,nám,1012
nosotros, nos, nos,nás,1013
vosotros, os, os,vy,1014
vosotros, os, os,vám,1015
vosotros, os, os,vás,1016
ellos, les, les,oni,1017
ellos, les, les,jim,1018
ellos, les, les,je,1019
ellas, las, las,ony,1020
ellas, las, las,jim,1021
ellas, las, las,je,1022
por diversión y lección,pro zábavu i poučení,1023
árbol,strom,1024
árbol,hřídel,1025
nacer, 1.nazco,narodit se,1026
torcido,křivý,1027
torcido,pokřivený,1028
jamás,nikdy,1029
el tronco,trup,1030
el tronco,kmen,1031
enderezar,narovnat,1032
la intención,záměr,1033
la intención,úmysl,1034
la intención,plán,1035
empedrado,vydlážděný,1036
empedrado,dlažba,1037
el infierno / el tártaro,peklo,1038
necio, tonto,hloupý,1039
a veces (de vez en cuando ),občas,1040
el consejo,rada,1041
ladrar (ladrido) / aullar,štěkat (štěkání) / výt,1042
ladrar (ladrido) / aullar,vytí,1043
pasar,podat,1044
pasar,projít,1045
pasar,strávit,1046
pasar,přesunout,1047
pasar,překročit,1048
pasar,překonat,1049
la variedad,různost,1050
la variedad,rozmanitost,1051
la variedad,rozličnost,1052
la variedad,odrůda,1053
el gusto (regusto = pachuť) / El gusto es mío.,chuť,1054
el gusto (regusto = pachuť) / El gusto es mío.,potěšení,1055
el gusto (regusto = pachuť) / El gusto es mío.,vkus / potěšení na mé straně,1056
la envidia / envidiar,závist / závidět,1057
la envidia / envidiar,žárlit,1058
la envidia / envidiar,toužit,1059
la sombra,stín,1060
la sombra,přítmí,1061
tomar / ¿Puedo tomar más? / tomar medidas,vzít,1062
tomar / ¿Puedo tomar más? / tomar medidas,brát / Můžu si přidat? / přijmout opatření,1063
la cosa,věc,1064
la cosa,záležitost,1065
venir (vengo, vienes, viene, venimos, venís, vienen),přijít,1066
venir (vengo, vienes, viene, venimos, venís, vienen),přijet,1067
venir (vengo, vienes, viene, venimos, venís, vienen),dorazit,1068
venir (vengo, vienes, viene, venimos, venís, vienen),nacházet se,1069
la golondrina,vlaštovka,1070
el verano / la primavera,léto / jaro,1071
el otoño / el invierno,podzim / zima,1072
(el) lunes,(v) pondělí,1073
martes,úterý,1074
miércoles,středa,1075
jueves,čtvrtek,1076
viernes,pátek,1077
sábado,sobota,1078
domingo,neděle,1079
enero,leden,1080
febrero,únor,1081
marzo,březen,1082
abril,duben,1083
mayo,květen,1084
junio,červen,1085
julio,červenec,1086
agosto,srpen,1087
septiembre,září,1088
octubre,říjen,1089
noviembre,listopad,1090
diciembre,prosinec,1091
el caballo (equino) / a caballo entre alg,kůň / na rozhraní mezi čím,1092
regalar a (el libro a abuelo),věnovat,1093
regalar a (el libro a abuelo),darovat (knihu dědečkovi),1094
regalar con (con el libro),radovat se z č.,1095
regalar con (con el libro),kochat se čím (knihou),1096
el regalo / regalado,dar / darovaný,1097
mirar,(po)dívat se,1098
mirar,(po)hledět,1099
mirar,pohlédnout,1100
león, -a,lev,1101
león, -a,lvice,1102
el diente / dentado,zub,1103
el diente / dentado,stroužek česneku / zubatý,1104
el diente / dentado,ozubený,1105
el diente / dentado,zoubkovaný,1106
diente de león,pampeliška,1107
cada,každý,1108
el pajarito,ptáček,1109
el pajarito,pindík,1110
agradar,těšit se z čeho,1111
agradar,mít zalíbení,1112
Me agrada que...,Těší mě,1113
Me agrada que...,že...,1114
el nido / anidar,hnízdo / hnízdit,1115
tercera,trojka,1116
tercera,třetice,1117
tercera,třetí,1118
la tercera edad / la residencia de ancianos,domov důchodců,1119
la edad,věk,1120
la edad,stáří,1121
la edad,doba,1122
la edad,období,1123
edad adulta, Edad Media,dospělost,1124
edad adulta, Edad Media,středověk,1125
vencer,porazit,1126
vencer,zvítězit,1127
vencer,vyhrát,1128
vencer,zdolat,1129
vencer,vypršet,1130
venceremos,zvítězíme,1131
vencido,poražený,1132
antes,před tím,1133
antes,dříve,1134
firmar,podepsat,1135
aunque,ačkoliv,1136
aunque,i když,1137
aunque,i kdyby,1138
la mona,opice,1139
la mona,opilost,1140
la seda / sedoso,vlákno,1141
la seda / sedoso,hedvábí / hedvábný,1142
la costumbre / acostumbrado,zvyk,1143
la costumbre / acostumbrado,obyčej / zvyklý,1144
adquirir, 1.adquiero,získat,1145
adquirir, 1.adquiero,nabýt,1146
la mocedad / la vejez,mládí / stáří,1147
la mocedad / la vejez,staroba,1148
la mocedad / la vejez,vysoký věk,1149
dejar,nechat,1150
dejar,dovolit,1151
dejar,zanechat,1152
dejar,přenechat,1153
matar,zabít,1154
matar,usmrtit,1155
fuerte / la fuerza,silný / síla,1156
más,znaménko +,1157
más,víc,1158
más,více,1159
más,hodně,1160
lo más / de más,nejvíc / navíc,1161
lo más / de más,do počtu,1162
lo más / de más,zbytečný,1163
de lo más (muy),velmi,1164
Lo que no te mata, te hace más fuerte.,Co tě nezabije,1165
Lo que no te mata, te hace más fuerte.,to tě posílí.,1166
la ventura / mala ventura,štěstí,1167
la ventura / mala ventura,úspěch / smůla,1168
la ventura / mala ventura,neštěstí,1169
la aventura,dobrodružství,1170
la dicha / la desdicha / dichoso,štěstí / neštěstí,1171
la dicha / la desdicha / dichoso,smůla,1172
la dicha / la desdicha / dichoso,smolař / šťastný,1173
después,potom,1174
después,později,1175
después,hned po,1176
antes o después,dříve nebo později,1177
Después de nosotros, el diluvio.,Po nás (ať přijde) potopa.,1178
girar,zahnout,1179
girar,zatočit,1180
girar,točit se,1181
girar,kroužit,1182
gira a la derecha, a la izquierda,zahněte napravo,1183
gira a la derecha, a la izquierda,nalevo,1184
Siga todo recto hasta… / línea recta,Pokračujte pořád rovně až k… / přímka,1185
seguir,následovat koho co,1186
seguir,jít,1187
seguir,jet za kým,1188
seguir,čím,1189
la encrucijada (el cruce = přechod také),křižovatka,1190
el aparcamiento vigilado,hlídané parkoviště,1191
el castillo,hrad,1192
el álamo,topol,1193
la oveja,ovce,1194
la fuente,pramen,1195
la fuente,zřídlo,1196
la fuente,kašna,1197
chiquito, chiquita,maličký,1198
chiquito, chiquita,chlapeček / holčička,1199
encantado,těší mě,1200
encantado,okouzlený,1201
encantado,očarovaný,1202
encantado,nadšený,1203
¿Qué tal?,jak se máš,1204
¿Qué tal?,máte,1205
la pregunta,otázka,1206
la pregunta,dotaz,1207
Permítame presentarme. Mi nombre es …,Dovolte mi abych se představil. Jmenuji se Miloslav Falta,1208
¿Qué haces?,Co děláš,1209
¿Te gusta?,Líbí se Ti?,1210
el pañuelo / el mundo es un pañuelo,kapesník,1211
el pañuelo / el mundo es un pañuelo,šátek / svět je malý,1212
el oído / la audición,sluch,1213
el oído / la audición,ucho,1214
soy todo oídos,poslouchám,1215
soy todo oídos,jsem jedno velké ucho,1216
comido / es pan comido,snědený,1217
comido / es pan comido,sežraný / je to hračka,1218
comido / es pan comido,brnkačka,1219
él es la oveja negra de la familia,je černá ovce rodiny,1220
(el) sobre / cerrar el sobre,na,1221
(el) sobre / cerrar el sobre,nad,1222
(el) sobre / cerrar el sobre,obálka,1223
(el) sobre / cerrar el sobre,sáček / zalepit obálku,1224
sobre todo,především,1225
sopa de sobre,instantní,1226
sopa de sobre,pytlíková polévka,1227
aquí / ahí, allí ,allá,zde,1228
aquí / ahí, allí ,allá,tady / tam,1229
aquí / ahí, allí ,allá,tamhle,1230
luchar contra los molinos de viento,bojovat s větrnými mlýny,1231
el molino,mlýn,1232
la parte,část,1233
la parte,díl,1234
la parte,role,1235
el viento,vítr,1236
la rueda,kolo,1237
la rueda,kruh,1238
el lugar,místo,1239
el miedo,strach,1240
el miedo,hrůza,1241
pensar (1.os, pienso),myslet na,1242
pensar (1.os, pienso),zamýšlet se,1243
pensar (1.os, pienso),plánovat,1244
pensar en la chica / en el mañana,myslet na dívku / zítřek,1245
pensamiento,myšlení,1246
pensamiento,uvažování,1247
pensamiento,myšlenka,1248
pensamiento,maceška,1249
justo,spravedlivý,1250
justo,přesně,1251
el precio,cena,1252
el reloj de pulsera / la pulsera,náramkové hodinky / náramek,1253
el reloj de pulsera / la pulsera,řemínek hodinek,1254
la razón / tener razón,rozum,1255
la razón / tener razón,pravda,1256
la razón / tener razón,důvod,1257
la razón / tener razón,příčina / mít pravdu,1258
hoy,dnes,1259
creer,myslet,1260
creer,věřit,1261
demasiado,příliš,1262
descansar,odpočívat,1263
mandar,poroučet,1264
mandar,velet,1265
mandar,rozkazovat,1266
mandar,poslat,1267
todavía,ještě,1268
todavía,dosud,1269
todavía,stále ještě,1270
todavía,přesto,1271
¿Qué te pasa?,Co ti je?,1272
No comprendo ni jota!,Nerozumím ani ň.,1273
¡Buen viaje !,Šťastnou cestu!,1274
A mí no me gusta.,Mně se to nelíbí.,1275
Lo pasamos muy bien.,Máme se moc dobře.,1276
aburrido,nudný,1277
aburrido,znuděný,1278
además,kromě toho,1279
además,navíc,1280
adivinar / adivinar suerte,uhodnout / předpovídat osud,1281
adivinar / adivinar suerte,budoucnost,1282
alojar / alojado,ubytovat se / ubytovaný,1283
el ánimo (dar ánimos a algn),mysl,1284
el ánimo (dar ánimos a algn),nálada (povzbudit koho,1285
el ánimo (dar ánimos a algn),dodat odvahy komu),1286
el armario / salir del armario,skříň / přiznat svou homosexuální orientaci,1287
la ayuda,pomoc,1288
caliente, caluroso,teplý,1289
caliente, caluroso,horký,1290
cambiar,změnit se,1291
la cartera / el monedero,portfolio,1292
la cartera / el monedero,peněženka,1293
la cartera / el monedero,aktovka / peněženka,1294
las chanclas,pantofle,1295
charlar,povídat si,1296
el claro,mýtina,1297
el claro,jasný,1298
el claro,čistý,1299
contento / descontento,spokojený / nespokojený,1300
contento / descontento,rozmrzelý,1301
desear,chtít,1302
desear,přát si,1303
desear,toužit,1304
los demás,ostatní,1305
deprimido,deprimovaný,1306
deprimido,sklíčený,1307
desesperado,zoufalý,1308
desgastado / ajado,opotřebovaný,1309
desgastado / ajado,obnošený,1310
el abrigo,kabát,1311
feliz,šťastný,1312
después de,po,1313
el dueňo,pán,1314
el dueňo,majitel,1315
el dueňo,vlastník,1316
enamorado (de),zamilovaný (do koho),1317
encantar,očarovat,1318
encantar,okouzlit,1319
encantar,mít velmi rád,1320
encantar,velice se líbit,1321
Me encanta su casa.,Líbí se mi jejich dům.,1322
cantar,zpívat,1323
cantar,zazpívat,1324
es que,totiž (při vysvětlování),1325
la estatua,socha,1326
finalmente,konečně,1327
guardar,skrývat,1328
guardar,hlídat,1329
el habitante,obyvatel,1330
hablador,upovídaný,1331
el humor,humor,1332
el humor,nálada,1333
igual que,stejně jako,1334
impaciente / paciente,netrpělivý / trpělivý,1335
en el interior,uvnitř,1336
la lluvia,déšť,1337
arco iris,duha,1338
el arco,luk,1339
el arco,smyčec,1340
el arco,oblouk,1341
el arco,klemba,1342
la flecha / la saeta,šíp,1343
la flecha / la saeta,šipka,1344
la flecha / la saeta,ukazatel / šíp,1345
el mar,moře,1346
el minuto,minuta,1347
nadar,plavat,1348
nadie,nikdo,1349
Nadie es profeta en su tierra.,Doma není nikdo prorokem.,1350
el profeta,prorok,1351
el profeta,věštec,1352
la tierra,Země,1353
la tierra,pevnina,1354
la tierra,souš,1355
ni,ani,1356
el oso,medvěd,1357
el paraguas,deštník,1358
parecer / tener un parecido,zdát se,1359
parecer / tener un parecido,vypadat / podobat se,1360
parecer / tener un parecido,mít podobnost,1361
la mentira / mentira piadosa / La mentira tiene las patas cortas.,lež / milosrdná lež / Lež má krátké nohy.,1362
parecer mentira,být nemožné,1363
el paseo,procházka,1364
el paseo,promenáda,1365
pobre,chudý,1366
por eso,proto,1367
por supuesto,samozřejmě,1368
por supuesto,ovšem,1369
por supuesto,jistě,1370
supuesto,domělý,1371
presumido / presumir,domýšlivý,1372
presumido / presumir,namyšlený / domnívat se,1373
presumido / presumir,tušit,1374
presumido / presumir,vychloubat se,1375
la puerta,dveře,1376
la puerta,brána,1377
el resto,zbytek,1378
ser rico / estar rico / la riqueza,být bohatý / dobrý,1379
ser rico / estar rico / la riqueza,chutný (o jídle) / bohatsví,1380
el símbolo,symbol,1381
el sol,slunce,1382
situado,umístěný,1383
tan / tan... como... / tan... que...,tak / tak... jako… / tak...,1384
tan / tan... como... / tan... que...,že…,1385
tan es así,(na)tolik,1386
tan es así,že / až tak,1387
tan es así,že,1388
tanto / entre tanto / tanto peor / tanto como,tolik / zatím / tím hůř,1389
tanto / entre tanto / tanto peor / tanto como,o to hůř / tolik (takový) jako,1390
triste / alegre,smutný / veselý,1391
único,jediný,1392
único,jedinečný,1393
viejo,starý,1394
la información,informace,1395
el brazo / el antebrazo,paže,1396
el brazo / el antebrazo,celá ruka / předloktí,1397
la ventana,okno,1398
el estado / estado grave,stav,1399
el estado / estado grave,skupenství,1400
el estado / estado grave,stát / vážný stav,1401
Estados Unidos de América,USA,1402
grave,těžký,1403
grave,vážný,1404
grave,závažný,1405
el desierto,poušť,1406
el desierto,pustina,1407
el desierto,pustý,1408
seco / secar,suchý,1409
seco / secar,hubený / usušit,1410
seco / secar,vysušit,1411
seco / secar,uschnout,1412
la salud,zdraví,1413
la enfermedad,nemoc,1414
la enfermedad,choroba,1415
enfermo / enfermar,nemocný / onemocnět,1416
la enfermera,zdravotní sestra,1417
el zapato (los zapatos),bota,1418
el zapato (los zapatos),střevíc,1419
nunca,nikdy,1420
A ver si adivinas por que …,Schválně jestli uhádneš proč …,1421
¡Mira!,Podívej,1422
¡Mira!,koukej,1423
¡Mira!,hele!,1424
¡No me digas! / ¡Qué va!,Neříkej,1425
¡No me digas! / ¡Qué va!,nepovídej,1426
¡No me digas! / ¡Qué va!,fakt? / Kdepak!,1427
¿Estás loco?,Blázníš? Přeskočilo Ti?,1428
Claro que sí.,Ovšem,1429
Claro que sí.,že ano. Samozřejmě.,1430
loco,šílený,1431
loco,bláznivý,1432
loco,pomatený,1433
Todo parece muy fácil.,Všechno vypadá velmi jednoduché.,1434
Es que me encanta tomar el sol.,Totiž já se strašně ráda opaluji.,1435
Vamos de paseo.,Jdeme na procházku.,1436
Lo único que desea es ser feliz.,Jediné,1437
Lo único que desea es ser feliz.,co si přeje,1438
Lo único que desea es ser feliz.,být šťastný.,1439
pues bien,no dobrá,1440
pues bien,připuštění možnosti,1441
pues,tedy,1442
pues,neboť,1443
la gana / Hace lo que le da la gana.,chuť,1444
la gana / Hace lo que le da la gana.,zájem,1445
la gana / Hace lo que le da la gana.,přání / Dělá si,1446
la gana / Hace lo que le da la gana.,co se mu zlíbí.,1447
regresar,vrátit se,1448
regresar,vracet se,1449
regreso del teatro, voy al teatro,jdu z divadla,1450
regreso del teatro, voy al teatro,jdu do divadla,1451
Hablamos de nuestro profesor.,Mluvíme o našem profesorovi. (6.p.de),1452
Estamos en Praga.,Jsme v Praze. (6.p.en),1453
